True,True,,,
0.849382,0.991352,0.994243,-1,
0.892524,0.988957,0.986871,-1,
0.665090,0.982120,0.980230,-1,
0.890343,0.994299,0.997567,-1,
0.965494,0.990094,0.996878,-1,
0.973551,0.991935,0.995051,-1,
0.852891,0.973870,0.986262,-1,
0.774028,0.992157,0.996108,-1,
0.886710,0.988805,0.994720,-1,
0.755082,0.910004,0.808878,-1,
0.862818,0.990045,0.996305,-1,
0.977405,0.994994,0.997897,-1,
0.784064,0.977251,0.988345,-1,
0.969131,0.981117,0.994208,-1,
0.946375,0.966289,0.993236,-1,
0.938980,0.977603,0.990758,-1,
0.921444,0.975690,0.988958,-1,
0.899320,0.982146,0.989334,-1,
0.844330,0.743085,0.986509,-1,
0.914718,0.951185,0.971818,-1,
0.838336,0.982726,0.989837,-1,
0.740631,0.964565,0.968579,-1,
0.874635,0.980608,0.985600,-1,
0.856739,0.950399,0.958958,-1,
0.534633,0.941527,0.925063,-1,
0.903941,0.983977,0.994779,-1,
0.900616,0.981718,0.993807,-1,
0.746469,0.993210,0.997941,-1,
0.706187,0.979035,0.988425,-1,
0.783811,0.973119,0.987152,-1,
0.931756,0.974926,0.979262,-1,
0.811449,0.968368,0.974427,-1,
0.959950,0.982536,0.976522,-1,
0.730015,0.896788,0.919293,-1,
0.932392,0.988960,0.993326,-1,
0.961874,0.992321,0.996947,-1,
0.910752,0.989722,0.996803,-1,
0.920308,0.973667,0.990131,-1,
0.826869,0.980364,0.972548,-1,
0.866107,0.991257,0.996657,-1,
0.931872,0.994633,0.994412,-1,
0.842196,0.989387,0.995914,-1,
0.949369,0.980887,0.997065,-1,
0.914407,0.909413,0.981433,-1,
0.862564,0.942115,0.947750,-1,
0.937152,0.968041,0.992287,-1,
0.950571,0.996329,0.998199,-1,
0.908148,0.977970,0.991638,-1,
0.787489,0.957069,0.946784,-1,
0.756543,0.982083,0.985879,-1,
0.865454,0.975802,0.994876,-1,
0.782354,0.982044,0.993113,-1,
0.879133,0.994403,0.997110,-1,
0.795983,0.961491,0.979351,-1,
0.929829,0.989341,0.997626,-1,
0.886811,0.989151,0.993683,-1,
0.926601,0.991044,0.996638,-1,
0.874084,0.973774,0.967921,-1,
0.955268,0.993489,0.996768,-1,
0.933151,0.994584,0.997357,-1,
0.942039,0.990409,0.997274,-1,
0.952338,0.983113,0.992334,-1,
0.874557,0.983645,0.987763,-1,
0.879633,0.955189,0.994843,-1,
0.926487,0.951721,0.971051,-1,
0.900352,0.975041,0.989839,-1,
0.860825,0.971259,0.995403,-1,
0.874786,0.989637,0.995643,-1,
0.876667,0.970339,0.996084,-1,
0.932232,0.979677,0.991019,-1,
0.847650,0.953070,0.985298,-1,
0.926618,0.944139,0.972967,-1,
0.708780,0.984815,0.985156,-1,
0.917283,0.987635,0.997640,-1,
0.867924,0.957198,0.989956,-1,
0.894607,0.975749,0.995005,-1,
0.909463,0.976024,0.982855,-1,
0.962992,0.983109,0.992336,-1,
0.866354,0.919889,0.939470,-1,
0.000000,0.974340,0.969092,-1,
0.948355,0.965174,0.992030,-1,
0.926519,0.965227,0.984654,-1,
0.654558,0.924226,0.965211,-1,
0.881628,0.929478,0.959025,-1,
0.776657,0.981203,0.990281,-1,
0.885018,0.987883,0.992574,-1,
0.836191,0.961564,0.994346,-1,
0.843459,0.965137,0.989034,-1,
0.901713,0.972954,0.997277,-1,
0.723942,0.969944,0.990331,-1,
0.938075,0.989830,0.996361,-1,
0.876215,0.963982,0.969689,-1,
0.952717,0.981074,0.991006,-1,
0.914576,0.965294,0.983440,-1,
0.886171,0.978549,0.992182,-1,
0.952792,0.981353,0.986512,-1,
0.974472,0.994637,0.996233,-1,
0.955147,0.992506,0.995017,-1,
0.855792,0.932633,0.991199,-1,
0.928519,0.992254,0.996013,-1,
0.848854,0.984633,0.994195,-1,
0.879951,0.977604,0.990975,-1,
0.959455,0.993879,0.996010,-1,
0.909715,0.987103,0.990034,-1,
0.957762,0.970838,0.992392,-1,
0.820790,0.961171,0.989418,-1,
0.929359,0.991674,0.997926,-1,
0.914202,0.960063,0.989541,-1,
0.911833,0.959194,0.960400,-1,
0.837342,0.986536,0.990447,-1,
0.901812,0.987583,0.995187,-1,
0.946374,0.987184,0.993969,-1,
0.849897,0.970078,0.997396,-1,
0.977501,0.991401,0.993851,-1,
0.919780,0.981247,0.994203,-1,
0.936025,0.996241,0.997964,-1,
0.977441,0.990838,0.996256,-1,
0.892678,0.988190,0.993507,-1,
0.918315,0.990473,0.996593,-1,
0.938406,0.986843,0.996838,-1,
0.910831,0.975265,0.995596,-1,
0.790873,0.972130,0.990236,-1,
0.811340,0.978236,0.964410,-1,
0.809084,0.975321,0.987157,-1,
0.882457,0.974910,0.989139,-1,
0.926140,0.977141,0.983180,-1,
0.883354,0.963607,0.992292,-1,
0.934200,0.950328,0.985993,-1,
0.851029,0.969730,0.976333,-1,
0.942305,0.991650,0.996048,-1,
0.915633,0.993771,0.997086,-1,
0.914545,0.992037,0.996511,-1,
0.682218,0.986432,0.988742,-1,
0.901614,0.986520,0.993542,-1,
0.722384,0.989825,0.995615,-1,
0.965809,0.983509,0.992259,-1,
0.931960,0.981119,0.991124,-1,
0.893906,0.982602,0.993556,-1,
0.810865,0.989346,0.992829,-1,
0.854300,0.986886,0.996043,-1,
0.903922,0.991840,0.996907,-1,
0.920850,0.989983,0.994776,-1,
0.952243,0.982553,0.995549,-1,
0.957785,0.978354,0.988446,-1,
0.922465,0.982848,0.995326,-1,
0.926249,0.976967,0.986161,-1,
0.791536,0.938213,0.941849,-1,
0.913934,0.980253,0.992952,-1,
0.943784,0.994229,0.993775,-1,
0.884918,0.985166,0.987522,-1,
0.902043,0.961200,0.981350,-1,
0.852544,0.952401,0.960535,-1,
0.971249,0.993971,0.997829,-1,
0.953056,0.985207,0.996861,-1,
0.919144,0.994123,0.996893,-1,
0.950362,0.991448,0.996666,-1,
0.811232,0.976963,0.995303,-1,
0.905568,0.760665,0.908499,-1,
0.653515,0.979575,0.988648,-1,
0.895841,0.966319,0.970948,-1,
0.824902,0.984177,0.997004,-1,
0.847370,0.981259,0.992254,-1,
0.829117,0.991592,0.996689,-1,
0.901439,0.993237,0.997677,-1,
0.854380,0.985509,0.996465,-1,
0.895152,0.976014,0.980015,-1,
0.877225,0.988661,0.996446,-1,
0.884584,0.968067,0.959053,-1,
0.731589,0.977611,0.995576,-1,
0.919853,0.959206,0.968786,-1,
0.887099,0.979517,0.991329,-1,
0.875095,0.967305,0.980959,-1,
0.964343,0.992458,0.997087,-1,
0.956540,0.996482,0.997544,-1,
0.915304,0.989445,0.993481,-1,
0.854877,0.984661,0.996236,-1,
0.880385,0.986686,0.990928,-1,
0.897578,0.988625,0.996511,-1,
0.886329,0.917478,0.923963,-1,
0.864335,0.973500,0.993419,-1,
0.878933,0.985236,0.989877,-1,
0.926206,0.969307,0.985405,-1,
0.929049,0.956936,0.963943,-1,
0.943674,0.977199,0.989555,-1,
0.888240,0.968230,0.991117,-1,
0.962575,0.987471,0.995478,-1,
0.687799,0.968642,0.979706,-1,
0.841934,0.916995,0.975141,-1,
0.860981,0.951807,0.966808,-1,
0.861549,0.953356,0.989153,-1,
0.965519,0.978510,0.989792,-1,
0.588280,0.957271,0.925389,-1,
0.977139,0.994877,0.998595,-1,
0.882524,0.984036,0.996553,-1,
0.843501,0.982269,0.997168,-1,
0.862404,0.988150,0.997096,-1,
0.919286,0.987980,0.996447,-1,
0.761744,0.980506,0.991652,-1,
0.929164,0.985713,0.995578,-1,
0.923471,0.978797,0.994155,-1,
0.923562,0.988886,0.992155,-1,
0.904580,0.884058,0.938473,-1,
0.871686,0.986579,0.997063,-1,
0.833241,0.954978,0.983635,-1,
0.929667,0.981789,0.996673,-1,
0.968612,0.991008,0.997088,-1,
0.929539,0.987187,0.995975,-1,
0.951157,0.971537,0.993244,-1,
0.937976,0.978606,0.987701,-1,
0.862425,0.988128,0.993908,-1,
0.941540,0.965950,0.985086,-1,
0.945503,0.993585,0.996616,-1,
0.928971,0.996595,0.995700,-1,
0.886866,0.985048,0.997089,-1,
0.779979,0.961449,0.987661,-1,
0.853123,0.983845,0.996322,-1,
0.949485,0.994243,0.997078,-1,
0.873608,0.969556,0.986055,-1,
0.885475,0.966199,0.997114,-1,
0.763739,0.945644,0.981702,-1,
0.664975,0.953835,0.982308,-1,
0.946323,0.951828,0.968737,-1,
0.909477,0.979348,0.988977,-1,
0.962952,0.990549,0.994716,-1,
0.698568,0.992869,0.995946,-1,
0.954759,0.995478,0.996498,-1,
0.855415,0.979122,0.992186,-1,
0.886077,0.979328,0.995779,-1,
0.740013,0.969897,0.962487,-1,
0.876276,0.992582,0.996639,-1,
0.928066,0.991825,0.995854,-1,
0.778088,0.960830,0.978359,-1,
0.942376,0.970094,0.991978,-1,
0.708063,0.990675,0.994999,-1,
0.870818,0.973896,0.984331,-1,
0.590585,0.938049,0.969408,-1,
0.872228,0.950268,0.984614,-1,
0.513665,0.895385,0.961455,-1,
0.701234,0.903028,0.942153,-1,
0.900752,0.978295,0.995523,-1,
0.962557,0.985457,0.994950,-1,
0.872862,0.978544,0.983166,-1,
0.920191,0.992925,0.996828,-1,
0.789243,0.934793,0.939122,-1,
0.917500,0.990685,0.998283,-1,
0.930650,0.994352,0.993803,-1,
0.829767,0.951430,0.975814,-1,
0.873748,0.972196,0.992922,-1,
0.930502,0.983780,0.994487,-1,
0.837511,0.958132,0.980432,-1,
0.896666,0.892189,0.991632,-1,
0.954718,0.995122,0.997163,-1,
0.913419,0.966699,0.978058,-1,
0.889149,0.976673,0.992732,-1,
0.873977,0.993306,0.996889,-1,
0.718536,0.984968,0.988793,-1,
0.964217,0.991236,0.996063,-1,
0.866086,0.993614,0.995790,-1,
0.957442,0.990368,0.996245,-1,
0.844595,0.971918,0.987533,-1,
0.672575,0.983313,0.990907,-1,
0.889682,0.966376,0.982587,-1,
0.886981,0.981528,0.994770,-1,
0.767313,0.947529,0.990223,-1,
0.863668,0.980743,0.990536,-1,
0.860202,0.988127,0.993460,-1,
0.841262,0.951798,0.972792,-1,
0.840182,0.950576,0.945780,-1,
0.930813,0.917852,0.973365,-1,
0.749110,0.975714,0.980665,-1,
0.918391,0.982864,0.997640,-1,
0.590660,0.890309,0.882763,-1,
0.949408,0.973664,0.992098,-1,
0.935574,0.988267,0.992126,-1,
0.851167,0.983135,0.995459,-1,
0.874735,0.990119,0.995226,-1,
0.909969,0.985426,0.987091,-1,
0.924376,0.989701,0.997428,-1,
0.977368,0.976736,0.985385,-1,
0.949455,0.984111,0.995158,-1,
0.945568,0.981302,0.985673,-1,
0.896565,0.936020,0.987669,-1,
0.949443,0.983762,0.992285,-1,
0.860961,0.983290,0.993747,-1,
0.876467,0.986770,0.996217,-1,
0.953680,0.987164,0.996420,-1,
0.929888,0.988135,0.996937,-1,
0.864677,0.956248,0.985289,-1,
0.963078,0.994374,0.997321,-1,
0.778884,0.924376,0.951014,-1,
0.877980,0.987041,0.992837,-1,
0.901881,0.966692,0.983718,-1,
0.909022,0.957395,0.987577,-1,
0.940793,0.990777,0.995859,-1,
0.848470,0.994675,0.997624,-1,
0.944262,0.970910,0.975722,-1,
0.893911,0.988886,0.997255,-1,
0.894780,0.985363,0.995464,-1,
0.949130,0.993329,0.993508,-1,
0.950551,0.994073,0.995879,-1,
0.915504,0.967659,0.993277,-1,
0.921366,0.960274,0.989204,-1,
0.924405,0.981568,0.994511,-1,
0.943224,0.981081,0.987025,-1,
0.919478,0.984850,0.982919,-1,
0.826065,0.938049,0.973180,-1,
0.910917,0.994160,0.997495,-1,
0.816823,0.985020,0.975527,-1,
0.887468,0.947233,0.991048,-1,
0.846659,0.973696,0.981643,-1,
0.865701,0.880750,0.898101,-1,
0.929911,0.989803,0.996340,-1,
0.932802,0.979823,0.987171,-1,
0.951271,0.994941,0.997277,-1,
0.945786,0.977879,0.991096,-1,
0.865559,0.965738,0.990930,-1,
0.818496,0.979877,0.990609,-1,
0.847314,0.979520,0.992714,-1,
0.836298,0.934550,0.918479,-1,
0.811696,0.972031,0.979726,-1,
0.618972,0.970991,0.968506,-1,
0.926434,0.971207,0.980509,-1,
0.785987,0.985242,0.980654,-1,
0.887352,0.981094,0.984012,-1,
0.884551,0.986766,0.990429,-1,
0.830705,0.956866,0.936941,-1,
0.855525,0.988882,0.997452,-1,
0.962193,0.996320,0.997770,-1,
0.849304,0.975452,0.988068,-1,
0.967643,0.989498,0.997523,-1,
0.859925,0.990486,0.995388,-1,
