True,True,,,
0.971433,0.988596,0.995795,-1,
0.934105,0.988094,0.994007,-1,
0.912733,0.974286,0.995727,-1,
0.750927,0.980194,0.987730,-1,
0.819198,0.925036,0.937492,-1,
0.949947,0.987815,0.996952,-1,
0.943292,0.973273,0.985796,-1,
0.763087,0.988801,0.996370,-1,
0.955718,0.985798,0.996102,-1,
0.899452,0.971866,0.983845,-1,
0.809047,0.967583,0.969049,-1,
0.908128,0.966796,0.990532,-1,
0.894415,0.989603,0.995811,-1,
0.933000,0.963826,0.995061,-1,
0.946746,0.975975,0.989059,-1,
0.824013,0.989524,0.995600,-1,
0.895565,0.944358,0.990798,-1,
0.940018,0.950474,0.976260,-1,
0.928261,0.969759,0.996294,-1,
0.922142,0.977796,0.994318,-1,
0.833042,0.971493,0.994116,-1,
0.953693,0.980435,0.988564,-1,
0.901870,0.955925,0.979098,-1,
0.866148,0.968544,0.992869,-1,
0.823003,0.950155,0.954359,-1,
0.857156,0.975169,0.991587,-1,
0.818936,0.991268,0.994213,-1,
0.870317,0.955660,0.978120,-1,
0.912509,0.960423,0.990841,-1,
0.952884,0.981379,0.988282,-1,
0.937142,0.990834,0.994864,-1,
0.919650,0.979128,0.992933,-1,
0.945779,0.978901,0.993202,-1,
0.892130,0.844139,0.947244,-1,
0.862349,0.964052,0.977841,-1,
0.842317,0.990588,0.997978,-1,
0.858831,0.979171,0.987755,-1,
0.915151,0.990803,0.996976,-1,
0.647945,0.988550,0.989450,-1,
0.911873,0.977854,0.990414,-1,
0.888138,0.979858,0.990862,-1,
0.829050,0.974560,0.987876,-1,
0.939628,0.994658,0.996905,-1,
0.916737,0.991518,0.991193,-1,
0.919412,0.947877,0.958526,-1,
0.768829,0.944792,0.981721,-1,
0.773380,0.967909,0.974737,-1,
0.775681,0.887244,0.918958,-1,
0.826787,0.912241,0.972937,-1,
0.790128,0.971791,0.991345,-1,
0.900679,0.982125,0.986413,-1,
0.812440,0.977435,0.981443,-1,
0.880056,0.954076,0.927938,-1,
0.944943,0.988337,0.992866,-1,
0.884291,0.978205,0.996682,-1,
0.934634,0.984283,0.990409,-1,
0.790250,0.996406,0.995977,-1,
0.771969,0.966208,0.992359,-1,
0.785229,0.975432,0.990859,-1,
0.923486,0.941901,0.989579,-1,
0.887592,0.988029,0.996177,-1,
0.749542,0.959610,0.982423,-1,
0.862257,0.985844,0.992403,-1,
0.933403,0.989084,0.994637,-1,
0.800622,0.931386,0.955242,-1,
0.944687,0.992854,0.995586,-1,
0.918305,0.984991,0.995992,-1,
0.889720,0.952939,0.962407,-1,
0.884435,0.979901,0.993349,-1,
0.965932,0.982378,0.989560,-1,
0.948646,0.968334,0.994994,-1,
0.800715,0.963556,0.966046,-1,
0.796377,0.935952,0.947564,-1,
0.941119,0.953211,0.983695,-1,
0.790328,0.985835,0.993075,-1,
0.801930,0.978830,0.989959,-1,
0.949585,0.961685,0.988077,-1,
0.870360,0.969413,0.981960,-1,
0.958684,0.972398,0.986889,-1,
0.974380,0.992475,0.997874,-1,
0.974299,0.956545,0.989395,-1,
0.874784,0.987834,0.987531,-1,
0.871506,0.983841,0.995726,-1,
0.912210,0.972598,0.988870,-1,
0.683606,0.924750,0.962390,-1,
0.905603,0.986617,0.994754,-1,
0.875044,0.987879,0.994373,-1,
0.968547,0.986624,0.995868,-1,
0.896586,0.991513,0.996504,-1,
0.854302,0.993876,0.995461,-1,
0.879884,0.993049,0.993956,-1,
0.838538,0.988084,0.995284,-1,
0.955376,0.980863,0.997542,-1,
0.856964,0.912636,0.978404,-1,
0.912800,0.979468,0.992655,-1,
0.872386,0.992131,0.996010,-1,
0.843190,0.983704,0.993169,-1,
0.944138,0.987728,0.995505,-1,
0.887071,0.963809,0.987833,-1,
0.911288,0.983241,0.990057,-1,
0.829523,0.987651,0.993860,-1,
0.923342,0.992088,0.994437,-1,
0.848117,0.921675,0.974004,-1,
0.961120,0.994011,0.996524,-1,
0.901660,0.968434,0.982112,-1,
0.929495,0.992437,0.996494,-1,
0.518832,0.980454,0.992773,-1,
0.863814,0.932936,0.971240,-1,
0.956735,0.986821,0.991410,-1,
0.939981,0.972123,0.994851,-1,
0.926193,0.968460,0.956135,-1,
0.877004,0.929503,0.987373,-1,
0.904215,0.984378,0.994932,-1,
0.971209,0.985769,0.996665,-1,
0.945068,0.960377,0.983090,-1,
0.914625,0.995470,0.997988,-1,
0.920180,0.989101,0.989685,-1,
0.510128,0.889264,0.853667,-1,
0.861099,0.978164,0.990960,-1,
0.863526,0.967130,0.994386,-1,
0.854146,0.965786,0.974327,-1,
0.927194,0.947775,0.987000,-1,
0.859076,0.993287,0.997680,-1,
0.748235,0.964540,0.995237,-1,
0.921579,0.993668,0.995774,-1,
0.851845,0.984767,0.988371,-1,
0.973331,0.981442,0.995081,-1,
0.829305,0.975056,0.984644,-1,
0.739509,0.977937,0.991335,-1,
0.707566,0.977802,0.984851,-1,
0.947833,0.990730,0.998057,-1,
0.950044,0.981436,0.995947,-1,
0.964865,0.985816,0.995734,-1,
0.809908,0.982456,0.987414,-1,
0.896627,0.982491,0.986205,-1,
0.896156,0.939885,0.987565,-1,
0.869283,0.985748,0.996985,-1,
0.943067,0.955016,0.957207,-1,
0.928717,0.984439,0.994810,-1,
0.768447,0.986714,0.995963,-1,
0.875946,0.980442,0.995859,-1,
0.897647,0.989245,0.994934,-1,
0.925274,0.974943,0.993237,-1,
0.776995,0.964101,0.984415,-1,
0.804520,0.968040,0.974567,-1,
0.932238,0.985448,0.996305,-1,
0.941588,0.988409,0.993214,-1,
0.899653,0.984411,0.995497,-1,
0.939305,0.985447,0.994995,-1,
0.885942,0.992939,0.995660,-1,
0.913582,0.993659,0.998358,-1,
0.849964,0.972926,0.980569,-1,
0.512643,0.979532,0.977654,-1,
0.863747,0.982958,0.996970,-1,
0.931755,0.988652,0.989176,-1,
0.900236,0.989781,0.997348,-1,
0.875324,0.972445,0.987012,-1,
0.946988,0.982443,0.996388,-1,
0.893489,0.936333,0.993625,-1,
0.905196,0.986086,0.997503,-1,
0.823048,0.989447,0.996780,-1,
0.932921,0.982809,0.993843,-1,
0.883680,0.893659,0.941084,-1,
0.630272,0.875941,0.911537,-1,
0.913837,0.967247,0.992491,-1,
0.931538,0.978218,0.982064,-1,
0.931457,0.984927,0.995998,-1,
0.829059,0.969400,0.981987,-1,
0.927559,0.990199,0.990221,-1,
0.949978,0.989187,0.995901,-1,
0.753773,0.984568,0.988968,-1,
0.904201,0.988812,0.993001,-1,
0.923302,0.994788,0.997801,-1,
0.740324,0.935975,0.940350,-1,
0.792633,0.963922,0.986582,-1,
0.943324,0.986737,0.996418,-1,
0.920930,0.987711,0.995428,-1,
0.954529,0.994867,0.996989,-1,
0.914161,0.979178,0.993391,-1,
0.924064,0.990401,0.995044,-1,
0.799127,0.975587,0.993816,-1,
0.926684,0.961731,0.988874,-1,
0.895063,0.971246,0.996958,-1,
0.917448,0.957853,0.988867,-1,
0.871920,0.962975,0.964715,-1,
0.839471,0.987777,0.996617,-1,
0.891881,0.988815,0.995759,-1,
0.814402,0.946182,0.947512,-1,
0.896049,0.988953,0.997212,-1,
0.961883,0.992425,0.996732,-1,
0.845882,0.985347,0.996078,-1,
0.905574,0.982969,0.996163,-1,
0.947137,0.851075,0.985070,-1,
0.894697,0.989266,0.995764,-1,
0.854586,0.992502,0.996757,-1,
0.805608,0.981505,0.995878,-1,
0.564583,0.969984,0.971846,-1,
0.944789,0.993642,0.996014,-1,
0.895434,0.955556,0.987584,-1,
0.846773,0.982688,0.985391,-1,
0.919094,0.983063,0.994415,-1,
0.961203,0.984474,0.993134,-1,
0.911306,0.993613,0.995019,-1,
0.878973,0.984889,0.992755,-1,
0.821059,0.986251,0.991508,-1,
0.834980,0.983225,0.997862,-1,
0.894288,0.988264,0.994900,-1,
0.855115,0.926812,0.973076,-1,
0.926331,0.988532,0.996591,-1,
0.953565,0.995149,0.998244,-1,
0.944229,0.989703,0.996972,-1,
0.924829,0.987516,0.996825,-1,
0.898650,0.991574,0.997368,-1,
0.905497,0.990045,0.995375,-1,
0.935518,0.934710,0.954796,-1,
0.827839,0.952107,0.928022,-1,
0.855549,0.968308,0.991970,-1,
0.897439,0.959676,0.975989,-1,
0.930460,0.987140,0.995295,-1,
0.826483,0.960955,0.979075,-1,
0.959563,0.988070,0.994321,-1,
0.871008,0.987298,0.994655,-1,
0.922279,0.990614,0.993392,-1,
0.898136,0.972687,0.993637,-1,
0.871262,0.988390,0.995107,-1,
0.881092,0.987894,0.991041,-1,
0.972678,0.996088,0.995537,-1,
0.944578,0.934637,0.943714,-1,
0.939611,0.963082,0.977920,-1,
0.963905,0.991440,0.996130,-1,
0.944882,0.985051,0.993397,-1,
0.937198,0.996208,0.996990,-1,
0.786550,0.982899,0.991472,-1,
0.839204,0.971590,0.984020,-1,
0.968260,0.990931,0.997021,-1,
0.972238,0.986775,0.995979,-1,
0.804498,0.970419,0.964918,-1,
0.927930,0.974701,0.995725,-1,
0.539955,0.941220,0.990386,-1,
0.906485,0.992866,0.996313,-1,
0.631550,0.909678,0.957585,-1,
0.800000,0.987383,0.997421,-1,
0.715212,0.946318,0.951990,-1,
0.890872,0.987738,0.996047,-1,
0.736048,0.966489,0.989628,-1,
0.915887,0.968329,0.969149,-1,
0.934930,0.982597,0.996862,-1,
0.817514,0.995189,0.994180,-1,
0.871835,0.970459,0.978615,-1,
0.787101,0.946634,0.972320,-1,
0.899967,0.993774,0.996355,-1,
0.937575,0.978706,0.991399,-1,
0.887738,0.973297,0.992891,-1,
0.893792,0.991636,0.995051,-1,
0.900010,0.979707,0.992734,-1,
0.883711,0.984298,0.991747,-1,
0.902185,0.990292,0.994156,-1,
0.772591,0.967704,0.976067,-1,
0.896480,0.973387,0.986026,-1,
0.865401,0.937042,0.955292,-1,
0.903629,0.988469,0.995502,-1,
0.914964,0.986178,0.997331,-1,
0.926649,0.989895,0.996463,-1,
0.685749,0.951348,0.920286,-1,
0.833701,0.986139,0.996318,-1,
0.855588,0.985425,0.982108,-1,
0.753595,0.978337,0.980556,-1,
0.960452,0.974848,0.990312,-1,
0.947765,0.992491,0.997298,-1,
0.965299,0.970981,0.994533,-1,
0.825413,0.957090,0.991180,-1,
0.971467,0.990182,0.995458,-1,
0.901019,0.992324,0.994289,-1,
0.956403,0.992197,0.997931,-1,
0.960127,0.976873,0.994472,-1,
0.924050,0.986705,0.994580,-1,
0.799536,0.984576,0.995861,-1,
0.962864,0.992678,0.995910,-1,
0.796837,0.983895,0.987599,-1,
0.629677,0.945955,0.963651,-1,
0.927207,0.990078,0.992948,-1,
0.969585,0.993466,0.996609,-1,
0.832315,0.993527,0.997763,-1,
0.910976,0.969143,0.995635,-1,
0.935714,0.950849,0.968241,-1,
0.897024,0.984038,0.996265,-1,
0.844453,0.953494,0.955811,-1,
0.947411,0.980684,0.993241,-1,
0.930273,0.981939,0.990926,-1,
0.931430,0.989915,0.996614,-1,
0.576557,0.943759,0.924326,-1,
0.733030,0.920924,0.861038,-1,
0.819058,0.985446,0.996760,-1,
0.695579,0.952042,0.967595,-1,
0.794704,0.986192,0.989446,-1,
0.899214,0.967948,0.983688,-1,
0.620996,0.958654,0.955863,-1,
0.867905,0.988443,0.994856,-1,
0.933700,0.991085,0.996849,-1,
0.827959,0.984365,0.987031,-1,
0.795582,0.963470,0.989323,-1,
0.948919,0.978195,0.982116,-1,
0.806566,0.987586,0.994685,-1,
0.949536,0.978291,0.983169,-1,
0.877242,0.988513,0.995117,-1,
0.901127,0.979347,0.991335,-1,
0.784789,0.989153,0.993170,-1,
0.968650,0.982785,0.996716,-1,
0.786159,0.871222,0.942793,-1,
0.902714,0.954150,0.968782,-1,
0.924666,0.986257,0.996144,-1,
0.900274,0.825844,0.964818,-1,
0.708040,0.971886,0.991289,-1,
0.898622,0.987035,0.997777,-1,
0.945721,0.993633,0.997392,-1,
0.880379,0.961025,0.988295,-1,
0.959785,0.986313,0.995066,-1,
0.760926,0.970135,0.963974,-1,
0.949043,0.983142,0.994352,-1,
0.881169,0.948711,0.966523,-1,
0.928423,0.991710,0.997649,-1,
0.756801,0.950187,0.933703,-1,
0.947838,0.976745,0.994412,-1,
0.797156,0.938352,0.946577,-1,
0.857739,0.978707,0.995219,-1,
0.900190,0.952744,0.945262,-1,
0.954813,0.984438,0.996513,-1,
0.958844,0.965916,0.956635,-1,
0.902405,0.984248,0.992524,-1,
0.861583,0.978105,0.995345,-1,
0.923482,0.978276,0.996420,-1,
0.970440,0.993365,0.996799,-1,
0.976974,0.991895,0.996799,-1,
0.777711,0.979505,0.986033,-1,
0.897314,0.932784,0.967653,-1,
0.951071,0.989698,0.997467,-1,
0.931176,0.828750,0.932066,-1,
0.954230,0.991680,0.995486,-1,
0.841538,0.990921,0.994571,-1,
0.909017,0.994035,0.993430,-1,
0.894999,0.983580,0.993123,-1,
0.916999,0.975861,0.996380,-1,
0.817136,0.992863,0.992170,-1,
0.962127,0.992764,0.994782,-1,
0.936927,0.986266,0.991284,-1,
0.865086,0.977850,0.984438,-1,
0.810857,0.984906,0.988986,-1,
0.907816,0.978204,0.985217,-1,
0.777348,0.977348,0.995866,-1,
0.944422,0.971346,0.979558,-1,
0.843945,0.954136,0.986094,-1,
0.816281,0.961879,0.977670,-1,
0.929839,0.971933,0.991215,-1,
0.932310,0.995759,0.996524,-1,
0.898459,0.988823,0.995320,-1,
0.945659,0.980774,0.987320,-1,
0.917650,0.989647,0.994953,-1,
0.674751,0.950782,0.969791,-1,
0.963203,0.991750,0.996402,-1,
0.794907,0.962569,0.978241,-1,
0.966345,0.979782,0.991718,-1,
0.784029,0.991052,0.997314,-1,
0.896082,0.977479,0.965617,-1,
0.913771,0.998041,0.997806,-1,
0.862943,0.990611,0.989867,-1,
0.926593,0.991499,0.994140,-1,
0.879799,0.985512,0.992992,-1,
0.872216,0.973409,0.980026,-1,
0.967051,0.962854,0.970312,-1,
0.893014,0.991257,0.996784,-1,
0.860896,0.981322,0.994857,-1,
0.936433,0.982193,0.988721,-1,
0.888471,0.986781,0.994578,-1,
0.891900,0.977665,0.989713,-1,
0.852512,0.992566,0.991803,-1,
0.921821,0.983853,0.993898,-1,
0.955064,0.993541,0.997128,-1,
0.806459,0.990002,0.997759,-1,
0.944338,0.972869,0.993718,-1,
0.900937,0.983185,0.991108,-1,
0.879506,0.995374,0.996831,-1,
0.886251,0.990722,0.993919,-1,
0.857396,0.985494,0.987171,-1,
0.767719,0.947376,0.969046,-1,
0.932878,0.996407,0.996092,-1,
0.915131,0.989390,0.995665,-1,
0.911456,0.987827,0.996172,-1,
0.947682,0.896110,0.955566,-1,
0.835809,0.993063,0.996194,-1,
0.936362,0.984723,0.995291,-1,
0.749824,0.973995,0.984665,-1,
0.815213,0.990616,0.995909,-1,
0.887629,0.988093,0.995887,-1,
0.930001,0.989106,0.996290,-1,
0.794026,0.955600,0.965825,-1,
0.709702,0.943296,0.957445,-1,
0.827788,0.923819,0.975296,-1,
0.708709,0.964851,0.962207,-1,
0.913517,0.970646,0.994436,-1,
0.927156,0.985940,0.993498,-1,
0.864941,0.986600,0.993644,-1,
0.805797,0.947532,0.958659,-1,
0.812351,0.988084,0.995724,-1,
0.875536,0.988350,0.993899,-1,
0.907003,0.974608,0.976094,-1,
