0, 257
1, 145
2, 22
3, 83
4, 91
5, 115
6, 48
7, 48
8, 0
9, 31
10, 40
11, 26
12, 163
13, 0
14, 75
15, 134
16, 233
17, 0
18, 0
19, 26
20, 38
21, 1
22, 78
23, 30
24, 42
25, 91
26, 110
27, 88
28, 30
29, 0
30, 0
31, 155
32, 47
33, 106
34, 0
35, 46
36, 63
37, 61
38, 84
39, 9
40, 92
41, 18
42, 18
43, 65
44, 3
45, 22
46, 64
47, 174
48, 16
49, 0
50, 28
51, 172
52, 0
53, 170
54, 0
55, 0
56, 6
57, 0
58, 74
59, 97
60, 0
61, 16
62, 111
63, 10
64, 126
65, 19
66, 71
67, 138
68, 136
69, 12
70, 14
71, 29
72, 61
73, 142
74, 59
75, 100
76, 83
77, 59
78, 0
79, 89
80, 29
81, 90
82, 109
83, 0
84, 10
85, 98
86, 30
87, 1
88, 72
89, 16
90, 0
91, 0
92, 36
93, 0
94, 17
95, 39
96, 0
97, 18
98, 0
99, 9
100, 0
101, 5
102, 3
103, 0
104, 8
105, 174
106, 23
107, 22
108, 30
109, 76
110, 82
111, 58
112, 32
113, 103
114, 133
115, 2
116, 0
117, 0
118, 95
119, 51
120, 0
121, 64
122, 93
123, 154
124, 20
125, 35
126, 0
127, 27
128, 0
129, 17
130, 0
131, 235
132, 191
133, 130
134, 40
135, 0
136, 70
137, 52
138, 90
139, 63
140, 0
141, 22
142, 2
143, 16
144, 49
145, 137
146, 26
147, 48
148, 8
149, 170
150, 46
151, 86
152, 2
153, 91
154, 0
155, 92
156, 38
157, 39
158, 0
159, 45
160, 0
161, 135
162, 2
163, 5
164, 2
165, 9
166, 151
167, 22
168, 33
169, 125
170, 35
171, 0
172, 16
173, 0
174, 36
175, 107
176, 0
177, 0
178, 0
179, 39
180, 83
181, 0
182, 35
183, 109
184, 2
185, 6
186, 32
187, 0
188, 16
189, 158
190, 17
191, 75
192, 82
193, 10
194, 61
195, 156
196, 4
197, 86
198, 86
199, 41
200, 0
201, 0
202, 0
203, 0
204, 31
205, 30
206, 53
207, 16
208, 0
209, 75
210, 0
211, 142
212, 157
213, 10
214, 46
215, 1
216, 57
217, 0
218, 0
219, 0
220, 12
221, 0
222, 148
223, 5
224, 42
225, 32
226, 46
227, 0
228, 0
229, 58
230, 0
231, 104
232, 119
233, 50
234, 73
235, 102
236, 100
237, 0
238, 78
239, 75
240, 158
241, 221
242, 48
243, 0
244, 43
245, 96
246, 95
247, 113
248, 19
249, 28
250, 63
251, 89
252, 0
253, 141
254, 0
255, 24
256, 16
257, 0
258, 0
259, 3
260, 7
261, 19
262, 29
263, 25
264, 1
265, 31
266, 184
267, 16
268, 2
269, 68
270, 81
271, 177
272, 0
273, 0
274, 0
275, 62
276, 98
277, 77
278, 104
279, 0
280, 54
281, 62
282, 28
283, 15
284, 0
285, 18
286, 51
287, 89
288, 50
289, 71
290, 160
291, 13
292, 66
293, 0
294, 24
295, 265
296, 9
297, 26
298, 29
299, 8
300, 0
301, 63
302, 134
303, 33
304, 104
305, 0
306, 59
307, 38
308, 2
309, 33
310, 75
311, 14
312, 37
313, 42
314, 138
315, 1
316, 188
317, 0
318, 26
319, 67
320, 87
321, 0
322, 66
323, 75
324, 3
325, 45
326, 61
327, 105
328, 141
329, 101
330, 15
331, 51
332, 33
333, 30
334, 11
335, 14
336, 0
337, 41
338, 0
339, 0
340, 142
341, 0
342, 0
343, 19
344, 50
345, 0
346, 0
347, 63
348, 106
349, 5
350, 14
351, 40
352, 91
353, 175
354, 75
355, 122
356, 0
357, 56
358, 0
359, 51
360, 81
361, 3
362, 60
363, 198
364, 16
365, 99
366, 108
367, 141
368, 0
369, 70
370, 27
371, 0
372, 123
373, 212
374, 9
375, 19
376, 67
377, 0
378, 0
379, 0
380, 45
381, 5
382, 0
383, 0
384, 0
385, 0
386, 52
387, 0
388, 72
389, 0
390, 137
391, 0
392, 62
393, 76
394, 63
395, 23
396, 78
397, 0
398, 2
399, 155
400, 81
401, 0
402, 0
403, 73
404, 25
405, 1
406, 32
407, 60
408, 0
409, 69
410, 34
411, 73
412, 49
413, 0
414, 67
415, 111
416, 0
417, 171
418, 84
419, 15
420, 47
421, 6
422, 14
423, 77
424, 32
425, 0
426, 128
427, 10
428, 0
429, 0
430, 88
431, 18
432, 8
433, 0
434, 77
435, 1
436, 171
437, 333
438, 24
439, 32
440, 41
441, 29
442, 48
443, 5
444, 0
445, 38
446, 54
447, 0
448, 7
449, 0
450, 0
451, 147
452, 22
453, 54
454, 0
455, 17
456, 9
457, 65
458, 0
459, 139
460, 0
461, 0
462, 118
463, 117
464, 0
465, 64
466, 29
467, 39
468, 28
469, 22
470, 76
471, 102
472, 166
473, 61
474, 89
475, 9
476, 105
477, 0
478, 206
479, 43
480, 104
481, 11
482, 0
483, 133
484, 110
485, 190
486, 186
487, 177
488, 64
489, 75
490, 0
491, 50
492, 62
493, 26
494, 0
495, 0
496, 25
497, 39
498, 8
499, 102
500, 37
501, 1
502, 51
503, 1
504, 210
505, 1
506, 135
507, 48
508, 0
509, 0
510, 153
511, 0
512, 2
513, 1
514, 65
515, 33
516, 7
517, 59
518, 66
519, 0
520, 0
521, 9
522, 219
523, 18
524, 0
525, 0
526, 28
527, 14
528, 51
529, 0
530, 101
531, 76
532, 3
533, 18
534, 276
535, 43
536, 55
537, 0
538, 160
539, 12
540, 73
541, 0
542, 35
543, 51
544, 0
545, 9
546, 113
547, 71
548, 9
549, 0
550, 54
551, 84
552, 8
553, 56
554, 24
555, 15
556, 52
557, 10
558, 0
559, 7
560, 74
561, 156
562, 70
563, 56
564, 16
565, 69
566, 5
567, 56
568, 100
569, 180
570, 30
571, 0
572, 29
573, 0
574, 181
575, 13
576, 104
577, 51
578, 0
579, 11
580, 100
581, 0
582, 4
583, 33
584, 6
585, 82
586, 122
587, 0
588, 130
589, 4
590, 1
591, 148
592, 107
593, 0
594, 6
595, 0
596, 78
597, 27
598, 0
599, 45
600, 0
601, 0
602, 54
603, 113
604, 0
605, 0
606, 11
607, 72
608, 108
609, 97
610, 3
611, 65
612, 0
613, 180
614, 0
615, 70
616, 141
617, 83
618, 92
619, 34
620, 66
621, 7
622, 0
623, 71
624, 3
625, 68
626, 41
627, 30
628, 0
629, 121
630, 20
631, 95
632, 124
633, 102
634, 74
635, 67
636, 0
637, 95
638, 19
639, 63
640, 1
641, 63
642, 86
643, 15
644, 43
645, 63
646, 140
647, 2
648, 61
649, 0
650, 117
651, 71
652, 6
653, 199
654, 0
655, 53
656, 152
657, 45
658, 0
659, 68
660, 0
661, 103
662, 29
663, 2
664, 21
665, 167
666, 168
667, 129
668, 170
669, 0
670, 23
671, 0
672, 1
673, 0
674, 63
675, 11
676, 115
677, 24
678, 0
679, 49
680, 82
681, 78
682, 98
683, 4
684, 91
685, 0
686, 40
687, 0
688, 228
689, 44
690, 35
691, 0
692, 0
693, 22
694, 26
695, 0
696, 33
697, 2
698, 114
699, 139
700, 18
701, 0
702, 0
703, 0
704, 28
705, 196
706, 54
707, 14
708, 34
709, 132
710, 0
711, 11
712, 0
713, 100
714, 89
715, 110
716, 100
717, 0
718, 19
719, 15
720, 74
721, 0
722, 0
723, 18
724, 17
725, 91
726, 6
727, 8
728, 0
729, 34
730, 120
731, 0
732, 75
733, 0
734, 0
735, 79
736, 13
737, 137
738, 17
739, 182
740, 0
741, 7
742, 37
743, 0
744, 0
745, 51
746, 216
747, 9
748, 66
749, 0
750, 19
751, 87
752, 20
753, 0
754, 1
755, 25
756, 60
757, 148
758, 0
759, 0
760, 0
761, 155
762, 111
763, 2
764, 36
765, 4
766, 14
767, 18
768, 86
769, 0
770, 0
771, 69
772, 49
773, 0
774, 61
775, 114
776, 49
777, 10
778, 13
779, 144
780, 0
781, 5
782, 106
783, 71
784, 59
785, 10
786, 0
787, 133
788, 0
789, 106
790, 145
791, 21
792, 52
793, 101
794, 92
795, 9
796, 101
797, 31
798, 31
799, 2
800, 0
801, 0
802, 87
803, 0
804, 31
805, 0
806, 130
807, 0
