0, 317
1, 401
2, 145
3, 146
4, 152
5, 127
6, 183
7, 215
8, 401
9, 237
10, 208
11, 252
12, 57
13, 395
14, 70
15, 96
16, 47
17, 228
18, 401
19, 249
20, 185
21, 252
22, 208
23, 204
24, 195
25, 142
26, 74
27, 128
28, 132
29, 401
30, 369
31, 51
32, 183
33, 97
34, 240
35, 179
36, 133
37, 148
38, 163
39, 270
40, 207
41, 233
42, 200
43, 110
44, 199
45, 225
46, 140
47, 33
48, 219
49, 401
50, 192
51, 58
52, 253
53, 85
54, 361
55, 318
56, 235
57, 343
58, 192
59, 122
60, 343
61, 240
62, 87
63, 190
64, 111
65, 160
66, 110
67, 83
68, 72
69, 240
70, 217
71, 212
72, 102
73, 102
74, 174
75, 107
76, 109
77, 161
78, 304
79, 81
80, 210
81, 98
82, 101
83, 309
84, 179
85, 140
86, 112
87, 121
88, 85
89, 148
90, 401
91, 300
92, 157
93, 401
94, 249
95, 241
96, 189
97, 218
98, 401
99, 257
100, 274
101, 343
102, 329
103, 365
104, 254
105, 101
106, 186
107, 271
108, 198
109, 111
110, 83
111, 123
112, 237
113, 118
114, 105
115, 216
116, 399
117, 362
118, 153
119, 216
120, 400
121, 190
122, 109
123, 123
124, 150
125, 226
126, 354
127, 278
128, 241
129, 252
130, 270
131, 52
132, 35
133, 24
134, 219
135, 401
136, 110
137, 101
138, 69
139, 169
140, 303
141, 209
142, 339
143, 191
144, 145
145, 72
146, 160
147, 248
148, 178
149, 60
150, 163
151, 114
152, 311
153, 128
154, 367
155, 126
156, 210
157, 185
158, 361
159, 183
160, 268
161, 75
162, 243
163, 250
164, 337
165, 273
166, 91
167, 189
168, 200
169, 120
170, 174
171, 347
172, 247
173, 297
174, 143
175, 119
176, 354
177, 379
178, 396
179, 176
180, 68
181, 401
182, 210
183, 106
184, 256
185, 319
186, 191
187, 401
188, 166
189, 44
190, 264
191, 96
192, 164
193, 239
194, 136
195, 87
196, 260
197, 180
198, 78
199, 186
200, 400
201, 391
202, 388
203, 401
204, 219
205, 154
206, 165
207, 239
208, 381
209, 168
210, 401
211, 84
212, 89
213, 221
214, 203
215, 314
216, 148
217, 388
218, 333
219, 334
220, 270
221, 401
222, 82
223, 295
224, 244
225, 218
226, 183
227, 401
228, 385
229, 167
230, 302
231, 163
232, 75
233, 161
234, 145
235, 91
236, 78
237, 401
238, 98
239, 147
240, 56
241, 37
242, 247
243, 388
244, 164
245, 134
246, 137
247, 135
248, 165
249, 221
250, 116
251, 112
252, 246
253, 113
254, 304
255, 222
256, 180
257, 401
258, 168
259, 326
260, 188
261, 236
262, 186
263, 232
264, 269
265, 132
266, 35
267, 112
268, 106
269, 113
270, 144
271, 57
272, 344
273, 401
274, 401
275, 168
276, 145
277, 54
278, 98
279, 312
280, 223
281, 134
282, 223
283, 271
284, 388
285, 172
286, 203
287, 88
288, 211
289, 132
290, 52
291, 340
292, 154
293, 361
294, 196
295, 26
296, 223
297, 142
298, 272
299, 149
300, 401
301, 182
302, 99
303, 117
304, 88
305, 244
306, 157
307, 184
308, 309
309, 177
310, 126
311, 294
312, 167
313, 175
314, 104
315, 145
316, 59
317, 321
318, 219
319, 161
320, 117
321, 225
322, 129
323, 130
324, 220
325, 162
326, 179
327, 94
328, 86
329, 129
330, 272
331, 224
332, 217
333, 188
334, 207
335, 185
336, 342
337, 265
338, 341
339, 401
340, 89
341, 400
342, 252
343, 272
344, 178
345, 188
346, 391
347, 184
348, 154
349, 267
350, 215
351, 200
352, 73
353, 32
354, 59
355, 91
356, 330
357, 244
358, 397
359, 177
360, 132
361, 329
362, 133
363, 39
364, 203
365, 45
366, 143
367, 116
368, 401
369, 69
370, 203
371, 334
372, 94
373, 35
374, 238
375, 210
376, 133
377, 398
378, 400
379, 298
380, 204
381, 222
382, 313
383, 401
384, 225
385, 350
386, 118
387, 369
388, 87
389, 401
390, 91
391, 359
392, 174
393, 115
394, 174
395, 189
396, 131
397, 323
398, 312
399, 118
400, 104
401, 283
402, 363
403, 219
404, 249
405, 279
406, 158
407, 142
408, 221
409, 164
410, 210
411, 52
412, 130
413, 315
414, 122
415, 123
416, 332
417, 63
418, 143
419, 216
420, 193
421, 319
422, 97
423, 158
424, 241
425, 346
426, 72
427, 228
428, 398
429, 295
430, 144
431, 114
432, 298
433, 401
434, 84
435, 300
436, 72
437, 5
438, 153
439, 195
440, 170
441, 193
442, 198
443, 226
444, 364
445, 220
446, 144
447, 401
448, 283
449, 401
450, 389
451, 69
452, 178
453, 158
454, 401
455, 325
456, 253
457, 128
458, 324
459, 74
460, 401
461, 235
462, 90
463, 26
464, 202
465, 161
466, 238
467, 147
468, 234
469, 263
470, 66
471, 111
472, 64
473, 171
474, 174
475, 256
476, 99
477, 237
478, 50
479, 172
480, 119
481, 254
482, 278
483, 103
484, 126
485, 51
486, 47
487, 32
488, 165
489, 106
490, 313
491, 183
492, 182
493, 184
494, 330
495, 365
496, 174
497, 168
498, 289
499, 122
500, 204
501, 247
502, 125
503, 303
504, 45
505, 320
506, 54
507, 167
508, 372
509, 334
510, 89
511, 341
512, 228
513, 296
514, 167
515, 279
516, 181
517, 172
518, 131
519, 322
520, 378
521, 256
522, 30
523, 188
524, 322
525, 340
526, 195
527, 192
528, 192
529, 384
530, 86
531, 114
532, 295
533, 203
534, 7
535, 216
536, 192
537, 389
538, 35
539, 219
540, 148
541, 268
542, 144
543, 168
544, 216
545, 271
546, 19
547, 153
548, 215
549, 325
550, 248
551, 79
552, 125
553, 194
554, 204
555, 192
556, 147
557, 253
558, 397
559, 227
560, 148
561, 51
562, 129
563, 123
564, 241
565, 175
566, 259
567, 157
568, 90
569, 7
570, 256
571, 379
572, 168
573, 401
574, 36
575, 99
576, 146
577, 191
578, 226
579, 215
580, 80
581, 345
582, 278
583, 73
584, 239
585, 120
586, 124
587, 291
588, 85
589, 246
590, 283
591, 91
592, 101
593, 314
594, 289
595, 396
596, 177
597, 223
598, 325
599, 173
600, 401
601, 399
602, 168
603, 164
604, 366
605, 344
606, 220
607, 144
608, 69
609, 112
610, 288
611, 149
612, 401
613, 40
614, 258
615, 184
616, 90
617, 102
618, 106
619, 208
620, 176
621, 252
622, 390
623, 167
624, 260
625, 168
626, 94
627, 186
628, 303
629, 90
630, 228
631, 40
632, 90
633, 119
634, 131
635, 155
636, 296
637, 131
638, 252
639, 149
640, 247
641, 205
642, 152
643, 273
644, 186
645, 136
646, 79
647, 222
648, 100
649, 335
650, 37
651, 98
652, 232
653, 49
654, 300
655, 145
656, 107
657, 183
658, 400
659, 188
660, 401
661, 100
662, 209
663, 227
664, 234
665, 52
666, 98
667, 126
668, 52
669, 365
670, 235
671, 345
672, 280
673, 239
674, 139
675, 269
676, 112
677, 234
678, 325
679, 224
680, 216
681, 147
682, 102
683, 238
684, 91
685, 328
686, 201
687, 360
688, 23
689, 189
690, 198
691, 353
692, 246
693, 196
694, 217
695, 348
696, 182
697, 245
698, 81
699, 52
700, 246
701, 393
702, 284
703, 330
704, 223
705, 75
706, 198
707, 203
708, 135
709, 111
710, 331
711, 264
712, 387
713, 38
714, 177
715, 154
716, 141
717, 401
718, 151
719, 271
720, 138
721, 156
722, 78
723, 220
724, 254
725, 102
726, 310
727, 188
728, 309
729, 192
730, 51
