0, True, True, 0.999993,0.999981,0.999834,
1, True, True, 0.999998,0.999999,0.999948,
2, True, True, 0.999998,0.999997,0.999965,
3, True, True, 0.999969,0.999951,0.999775,
4, True, True, 0.999993,0.999984,0.999949,
5, True, True, 0.999994,0.999987,0.999872,
6, True, True, 0.999986,0.999988,0.999880,
7, True, True, 0.999994,0.999988,0.999922,
8, True, True, 0.999996,0.999989,0.999967,
9, True, True, 0.999981,0.999963,0.999793,
10, True, True, 0.999965,0.999942,0.999710,
11, True, True, 0.999996,0.999993,0.999910,
12, True, True, 0.999998,0.999994,0.999968,
13, True, True, 0.999990,0.999983,0.999907,
14, True, True, 0.999987,0.999979,0.999914,
15, True, True, 0.999998,0.999993,0.999939,
16, True, True, 0.999994,0.999997,0.999963,
17, True, True, 0.999987,0.999973,0.999857,
18, False, False, 0.999998,0.999998,0.999928,
19, False, False, 0.999998,0.999991,0.999944,
20, True, True, 0.999973,0.999923,0.999768,
21, True, True, 0.999996,0.999997,0.999933,
22, True, True, 0.999959,0.999941,0.999715,
23, True, True, 0.999988,0.999973,0.999766,
24, True, True, 0.999982,0.999979,0.999912,
25, True, True, 0.999997,0.999998,0.999928,
26, True, True, 0.999982,0.999955,0.999659,
27, False, False, 0.999964,0.999951,0.999847,
28, False, False, 0.999998,0.999996,0.999938,
29, False, False, 0.999990,0.999996,0.999964,
30, True, True, 0.999997,0.999997,0.999948,
31, True, True, 0.999999,0.999998,0.999945,
32, True, True, 0.999992,0.999984,0.999930,
33, False, False, 0.999998,0.999997,0.999915,
34, True, True, 0.999988,0.999989,0.999860,
35, False, False, 0.999990,0.999979,0.999745,
36, True, True, 0.999980,0.999967,0.999853,
37, True, True, 0.999975,0.999964,0.999857,
38, False, False, 0.999998,0.999998,0.999963,
39, False, False, 0.999996,0.999991,0.999940,
40, True, True, 0.999997,0.999992,0.999927,
41, True, True, 0.999961,0.999879,0.999462,
42, True, True, 0.999987,0.999978,0.999634,
43, True, True, 0.999995,0.999996,0.999913,
44, True, True, 0.999994,0.999988,0.999913,
45, True, True, 0.999992,0.999979,0.999796,
46, True, True, 0.999999,0.999995,0.999932,
47, False, False, 0.999982,0.999973,0.999894,
48, True, True, 0.999943,0.999842,0.999473,
49, False, False, 0.999976,0.999951,0.999853,
50, False, False, 0.999991,0.999986,0.999968,
51, True, True, 0.999997,0.999993,0.999912,
52, True, True, 0.999995,0.999992,0.999912,
53, True, False, 0.999979,0.999963,0.999886,
54, True, True, 0.999980,0.999950,0.999857,
55, True, True, 0.999990,0.999996,0.999964,
56, False, False, 0.999992,0.999980,0.999821,
57, False, True, 0.999966,0.999943,0.999542,
58, True, True, 0.999987,0.999973,0.999759,
59, False, False, 0.999992,0.999982,0.999930,
60, True, True, 0.999999,0.999995,0.999956,
61, True, True, 0.999997,0.999998,0.999939,
62, True, True, 0.999998,0.999991,0.999968,
63, True, True, 0.999979,0.999956,0.999774,
64, True, True, 0.999998,0.999996,0.999920,
65, True, True, 0.999997,0.999997,0.999974,
66, True, True, 0.999993,0.999983,0.999758,
67, True, True, 0.999993,0.999986,0.999947,
68, True, True, 0.999987,0.999979,0.999923,
