18 16 18
epoch [1/5000], loss:2.0769 Accuracy: 12086/50000
epoch [2/5000], loss:1.7361 Accuracy: 18736/50000
epoch [3/5000], loss:1.5938 Accuracy: 21115/50000
epoch [4/5000], loss:1.5322 Accuracy: 22334/50000
epoch [5/5000], loss:1.4951 Accuracy: 22956/50000
epoch [6/5000], loss:1.4652 Accuracy: 23628/50000
epoch [7/5000], loss:1.4405 Accuracy: 24098/50000
epoch [8/5000], loss:1.4178 Accuracy: 24506/50000
epoch [9/5000], loss:1.3995 Accuracy: 24937/50000
epoch [10/5000], loss:1.3817 Accuracy: 25208/50000
epoch [11/5000], loss:1.3654 Accuracy: 25566/50000
epoch [12/5000], loss:1.3526 Accuracy: 25779/50000
epoch [13/5000], loss:1.3394 Accuracy: 26033/50000
epoch [14/5000], loss:1.3248 Accuracy: 26244/50000
epoch [15/5000], loss:1.3115 Accuracy: 26524/50000
epoch [16/5000], loss:1.2989 Accuracy: 26790/50000
epoch [17/5000], loss:1.2891 Accuracy: 26990/50000
epoch [18/5000], loss:1.2765 Accuracy: 27278/50000
epoch [19/5000], loss:1.2661 Accuracy: 27418/50000
epoch [20/5000], loss:1.2536 Accuracy: 27600/50000
epoch [21/5000], loss:1.2432 Accuracy: 27832/50000
epoch [22/5000], loss:1.2339 Accuracy: 28063/50000
epoch [23/5000], loss:1.2219 Accuracy: 28278/50000
epoch [24/5000], loss:1.2136 Accuracy: 28501/50000
epoch [25/5000], loss:1.2035 Accuracy: 28602/50000
epoch [26/5000], loss:1.1932 Accuracy: 28857/50000
epoch [27/5000], loss:1.1868 Accuracy: 28979/50000
epoch [28/5000], loss:1.1765 Accuracy: 29202/50000
epoch [29/5000], loss:1.1681 Accuracy: 29369/50000
epoch [30/5000], loss:1.1592 Accuracy: 29567/50000
epoch [31/5000], loss:1.1518 Accuracy: 29635/50000
epoch [32/5000], loss:1.1434 Accuracy: 29792/50000
epoch [33/5000], loss:1.1360 Accuracy: 29890/50000
epoch [34/5000], loss:1.1278 Accuracy: 30092/50000
epoch [35/5000], loss:1.1219 Accuracy: 30229/50000
epoch [36/5000], loss:1.1149 Accuracy: 30379/50000
epoch [37/5000], loss:1.1064 Accuracy: 30526/50000
epoch [38/5000], loss:1.0997 Accuracy: 30656/50000
epoch [39/5000], loss:1.0945 Accuracy: 30764/50000
epoch [40/5000], loss:1.0872 Accuracy: 30912/50000
epoch [41/5000], loss:1.0810 Accuracy: 31092/50000
epoch [42/5000], loss:1.0771 Accuracy: 31145/50000
epoch [43/5000], loss:1.0705 Accuracy: 31203/50000
epoch [44/5000], loss:1.0644 Accuracy: 31269/50000
epoch [45/5000], loss:1.0595 Accuracy: 31412/50000
epoch [46/5000], loss:1.0550 Accuracy: 31500/50000
epoch [47/5000], loss:1.0492 Accuracy: 31570/50000
epoch [48/5000], loss:1.0431 Accuracy: 31774/50000
epoch [49/5000], loss:1.0388 Accuracy: 31816/50000
epoch [50/5000], loss:1.0340 Accuracy: 31918/50000
epoch [51/5000], loss:1.0293 Accuracy: 32051/50000
epoch [52/5000], loss:1.0250 Accuracy: 32121/50000
epoch [53/5000], loss:1.0185 Accuracy: 32280/50000
epoch [54/5000], loss:1.0151 Accuracy: 32290/50000
epoch [55/5000], loss:1.0101 Accuracy: 32390/50000
epoch [56/5000], loss:1.0057 Accuracy: 32551/50000
epoch [57/5000], loss:1.0012 Accuracy: 32544/50000
epoch [58/5000], loss:0.9973 Accuracy: 32612/50000
epoch [59/5000], loss:0.9933 Accuracy: 32693/50000
epoch [60/5000], loss:0.9884 Accuracy: 32767/50000
epoch [61/5000], loss:0.9845 Accuracy: 32879/50000
epoch [62/5000], loss:0.9801 Accuracy: 32972/50000
epoch [63/5000], loss:0.9767 Accuracy: 32937/50000
epoch [64/5000], loss:0.9724 Accuracy: 33111/50000
epoch [65/5000], loss:0.9680 Accuracy: 33107/50000
epoch [66/5000], loss:0.9635 Accuracy: 33183/50000
epoch [67/5000], loss:0.9609 Accuracy: 33336/50000
epoch [68/5000], loss:0.9558 Accuracy: 33420/50000
epoch [69/5000], loss:0.9518 Accuracy: 33440/50000
epoch [70/5000], loss:0.9491 Accuracy: 33500/50000
epoch [71/5000], loss:0.9442 Accuracy: 33509/50000
epoch [72/5000], loss:0.9430 Accuracy: 33549/50000
epoch [73/5000], loss:0.9371 Accuracy: 33693/50000
epoch [74/5000], loss:0.9342 Accuracy: 33723/50000
epoch [75/5000], loss:0.9299 Accuracy: 33788/50000
epoch [76/5000], loss:0.9266 Accuracy: 33938/50000
epoch [77/5000], loss:0.9232 Accuracy: 33910/50000
epoch [78/5000], loss:0.9181 Accuracy: 34035/50000
