epoch [1/5000], loss:2.0497 Accuracy: 13059/50000
epoch [2/5000], loss:1.7645 Accuracy: 18336/50000
epoch [3/5000], loss:1.6453 Accuracy: 20281/50000
epoch [4/5000], loss:1.5754 Accuracy: 21470/50000
epoch [5/5000], loss:1.5268 Accuracy: 22414/50000
epoch [6/5000], loss:1.4888 Accuracy: 23083/50000
epoch [7/5000], loss:1.4583 Accuracy: 23599/50000
epoch [8/5000], loss:1.4331 Accuracy: 24265/50000
epoch [9/5000], loss:1.4111 Accuracy: 24637/50000
epoch [10/5000], loss:1.3902 Accuracy: 25019/50000
epoch [11/5000], loss:1.3723 Accuracy: 25359/50000
epoch [12/5000], loss:1.3547 Accuracy: 25750/50000
epoch [13/5000], loss:1.3392 Accuracy: 26028/50000
epoch [14/5000], loss:1.3223 Accuracy: 26407/50000
epoch [15/5000], loss:1.3073 Accuracy: 26732/50000
epoch [16/5000], loss:1.2951 Accuracy: 26897/50000
epoch [17/5000], loss:1.2806 Accuracy: 27226/50000
epoch [18/5000], loss:1.2684 Accuracy: 27365/50000
epoch [19/5000], loss:1.2574 Accuracy: 27614/50000
epoch [20/5000], loss:1.2437 Accuracy: 27863/50000
epoch [21/5000], loss:1.2342 Accuracy: 28026/50000
epoch [22/5000], loss:1.2233 Accuracy: 28216/50000
epoch [23/5000], loss:1.2128 Accuracy: 28470/50000
epoch [24/5000], loss:1.2028 Accuracy: 28653/50000
epoch [25/5000], loss:1.1936 Accuracy: 28887/50000
epoch [26/5000], loss:1.1863 Accuracy: 29044/50000
epoch [27/5000], loss:1.1764 Accuracy: 29150/50000
epoch [28/5000], loss:1.1665 Accuracy: 29377/50000
epoch [29/5000], loss:1.1592 Accuracy: 29484/50000
epoch [30/5000], loss:1.1489 Accuracy: 29695/50000
epoch [31/5000], loss:1.1423 Accuracy: 29801/50000
epoch [32/5000], loss:1.1337 Accuracy: 29963/50000
epoch [33/5000], loss:1.1265 Accuracy: 30161/50000
epoch [34/5000], loss:1.1193 Accuracy: 30281/50000
epoch [35/5000], loss:1.1131 Accuracy: 30401/50000
epoch [36/5000], loss:1.1057 Accuracy: 30555/50000
epoch [37/5000], loss:1.0996 Accuracy: 30640/50000
epoch [38/5000], loss:1.0917 Accuracy: 30842/50000
epoch [39/5000], loss:1.0852 Accuracy: 30993/50000
epoch [40/5000], loss:1.0813 Accuracy: 31010/50000
