28
epoch [1/1800], loss:2.1793 Accuracy: 9582/50000
epoch [2/1800], loss:1.9292 Accuracy: 15447/50000
epoch [3/1800], loss:1.8123 Accuracy: 17490/50000
epoch [4/1800], loss:1.7326 Accuracy: 18815/50000
epoch [5/1800], loss:1.6664 Accuracy: 19929/50000
epoch [6/1800], loss:1.6179 Accuracy: 20821/50000
epoch [7/1800], loss:1.5820 Accuracy: 21444/50000
epoch [8/1800], loss:1.5544 Accuracy: 21841/50000
epoch [9/1800], loss:1.5311 Accuracy: 22341/50000
epoch [10/1800], loss:1.5127 Accuracy: 22644/50000
epoch [11/1800], loss:1.4977 Accuracy: 22930/50000
epoch [12/1800], loss:1.4821 Accuracy: 23290/50000
epoch [13/1800], loss:1.4682 Accuracy: 23492/50000
epoch [14/1800], loss:1.4569 Accuracy: 23767/50000
epoch [15/1800], loss:1.4458 Accuracy: 23893/50000
epoch [16/1800], loss:1.4353 Accuracy: 24066/50000
epoch [17/1800], loss:1.4256 Accuracy: 24305/50000
epoch [18/1800], loss:1.4166 Accuracy: 24482/50000
epoch [19/1800], loss:1.4070 Accuracy: 24727/50000
epoch [20/1800], loss:1.4012 Accuracy: 24787/50000
epoch [21/1800], loss:1.3922 Accuracy: 24950/50000
epoch [22/1800], loss:1.3851 Accuracy: 25166/50000
epoch [23/1800], loss:1.3784 Accuracy: 25378/50000
epoch [24/1800], loss:1.3718 Accuracy: 25429/50000
epoch [25/1800], loss:1.3653 Accuracy: 25587/50000
epoch [26/1800], loss:1.3591 Accuracy: 25681/50000
epoch [27/1800], loss:1.3531 Accuracy: 25841/50000
epoch [28/1800], loss:1.3470 Accuracy: 25924/50000
epoch [29/1800], loss:1.3411 Accuracy: 26061/50000
epoch [30/1800], loss:1.3350 Accuracy: 26170/50000
epoch [31/1800], loss:1.3298 Accuracy: 26386/50000
epoch [32/1800], loss:1.3251 Accuracy: 26489/50000
epoch [33/1800], loss:1.3193 Accuracy: 26587/50000
epoch [34/1800], loss:1.3134 Accuracy: 26719/50000
epoch [35/1800], loss:1.3090 Accuracy: 26749/50000
epoch [36/1800], loss:1.3034 Accuracy: 26880/50000
epoch [37/1800], loss:1.2996 Accuracy: 27001/50000
epoch [38/1800], loss:1.2946 Accuracy: 27152/50000
epoch [39/1800], loss:1.2904 Accuracy: 27151/50000
epoch [40/1800], loss:1.2856 Accuracy: 27238/50000
epoch [41/1800], loss:1.2815 Accuracy: 27330/50000
epoch [42/1800], loss:1.2782 Accuracy: 27425/50000
epoch [43/1800], loss:1.2738 Accuracy: 27558/50000
epoch [44/1800], loss:1.2699 Accuracy: 27559/50000
epoch [45/1800], loss:1.2662 Accuracy: 27683/50000
epoch [46/1800], loss:1.2623 Accuracy: 27709/50000
epoch [47/1800], loss:1.2584 Accuracy: 27765/50000
epoch [48/1800], loss:1.2557 Accuracy: 27856/50000
epoch [49/1800], loss:1.2522 Accuracy: 27929/50000
epoch [50/1800], loss:1.2485 Accuracy: 27968/50000
epoch [51/1800], loss:1.2448 Accuracy: 28058/50000
epoch [52/1800], loss:1.2425 Accuracy: 28105/50000
epoch [53/1800], loss:1.2395 Accuracy: 28097/50000
epoch [54/1800], loss:1.2357 Accuracy: 28160/50000
epoch [55/1800], loss:1.2334 Accuracy: 28285/50000
epoch [56/1800], loss:1.2298 Accuracy: 28277/50000
epoch [57/1800], loss:1.2275 Accuracy: 28383/50000
epoch [58/1800], loss:1.2247 Accuracy: 28372/50000
epoch [59/1800], loss:1.2224 Accuracy: 28420/50000
epoch [60/1800], loss:1.2193 Accuracy: 28465/50000
epoch [61/1800], loss:1.2165 Accuracy: 28527/50000
epoch [62/1800], loss:1.2152 Accuracy: 28551/50000
epoch [63/1800], loss:1.2120 Accuracy: 28695/50000
epoch [64/1800], loss:1.2097 Accuracy: 28634/50000
epoch [65/1800], loss:1.2067 Accuracy: 28735/50000
epoch [66/1800], loss:1.2041 Accuracy: 28716/50000
epoch [67/1800], loss:1.2023 Accuracy: 28787/50000
epoch [68/1800], loss:1.1996 Accuracy: 28815/50000
epoch [69/1800], loss:1.1994 Accuracy: 28874/50000
epoch [70/1800], loss:1.1960 Accuracy: 28859/50000
epoch [71/1800], loss:1.1932 Accuracy: 28961/50000
epoch [72/1800], loss:1.1919 Accuracy: 28954/50000
epoch [73/1800], loss:1.1888 Accuracy: 29081/50000
epoch [74/1800], loss:1.1885 Accuracy: 29062/50000
epoch [75/1800], loss:1.1851 Accuracy: 29071/50000
epoch [76/1800], loss:1.1828 Accuracy: 29137/50000
epoch [77/1800], loss:1.1816 Accuracy: 29203/50000
epoch [78/1800], loss:1.1796 Accuracy: 29202/50000
epoch [79/1800], loss:1.1784 Accuracy: 29240/50000
epoch [80/1800], loss:1.1761 Accuracy: 29299/50000
epoch [81/1800], loss:1.1733 Accuracy: 29273/50000
epoch [82/1800], loss:1.1721 Accuracy: 29418/50000
epoch [83/1800], loss:1.1698 Accuracy: 29373/50000
epoch [84/1800], loss:1.1680 Accuracy: 29459/50000
epoch [85/1800], loss:1.1656 Accuracy: 29497/50000
epoch [86/1800], loss:1.1649 Accuracy: 29489/50000
epoch [87/1800], loss:1.1621 Accuracy: 29577/50000
epoch [88/1800], loss:1.1618 Accuracy: 29513/50000
epoch [89/1800], loss:1.1588 Accuracy: 29618/50000
epoch [90/1800], loss:1.1570 Accuracy: 29615/50000
epoch [91/1800], loss:1.1550 Accuracy: 29586/50000
