24
epoch [1/1800], loss:2.1783 Accuracy: 9668/50000
epoch [2/1800], loss:1.8961 Accuracy: 16008/50000
epoch [3/1800], loss:1.7724 Accuracy: 18121/50000
epoch [4/1800], loss:1.6965 Accuracy: 19335/50000
epoch [5/1800], loss:1.6504 Accuracy: 20084/50000
epoch [6/1800], loss:1.6192 Accuracy: 20639/50000
epoch [7/1800], loss:1.5951 Accuracy: 21042/50000
epoch [8/1800], loss:1.5736 Accuracy: 21452/50000
epoch [9/1800], loss:1.5559 Accuracy: 21825/50000
epoch [10/1800], loss:1.5388 Accuracy: 22143/50000
epoch [11/1800], loss:1.5213 Accuracy: 22512/50000
epoch [12/1800], loss:1.5033 Accuracy: 22908/50000
epoch [13/1800], loss:1.4871 Accuracy: 23225/50000
epoch [14/1800], loss:1.4731 Accuracy: 23518/50000
epoch [15/1800], loss:1.4589 Accuracy: 23818/50000
epoch [16/1800], loss:1.4478 Accuracy: 24033/50000
epoch [17/1800], loss:1.4381 Accuracy: 24211/50000
epoch [18/1800], loss:1.4269 Accuracy: 24406/50000
epoch [19/1800], loss:1.4183 Accuracy: 24620/50000
epoch [20/1800], loss:1.4089 Accuracy: 24769/50000
epoch [21/1800], loss:1.4010 Accuracy: 24988/50000
epoch [22/1800], loss:1.3926 Accuracy: 25109/50000
epoch [23/1800], loss:1.3854 Accuracy: 25199/50000
epoch [24/1800], loss:1.3786 Accuracy: 25364/50000
epoch [25/1800], loss:1.3709 Accuracy: 25554/50000
epoch [26/1800], loss:1.3643 Accuracy: 25701/50000
epoch [27/1800], loss:1.3581 Accuracy: 25743/50000
epoch [28/1800], loss:1.3519 Accuracy: 26006/50000
epoch [29/1800], loss:1.3458 Accuracy: 26148/50000
epoch [30/1800], loss:1.3403 Accuracy: 26273/50000
epoch [31/1800], loss:1.3342 Accuracy: 26301/50000
epoch [32/1800], loss:1.3280 Accuracy: 26438/50000
epoch [33/1800], loss:1.3229 Accuracy: 26539/50000
epoch [34/1800], loss:1.3176 Accuracy: 26693/50000
epoch [35/1800], loss:1.3136 Accuracy: 26761/50000
epoch [36/1800], loss:1.3085 Accuracy: 26855/50000
epoch [37/1800], loss:1.3028 Accuracy: 27031/50000
epoch [38/1800], loss:1.2991 Accuracy: 27049/50000
epoch [39/1800], loss:1.2946 Accuracy: 27144/50000
epoch [40/1800], loss:1.2900 Accuracy: 27190/50000
epoch [41/1800], loss:1.2855 Accuracy: 27301/50000
epoch [42/1800], loss:1.2816 Accuracy: 27416/50000
epoch [43/1800], loss:1.2764 Accuracy: 27530/50000
epoch [44/1800], loss:1.2740 Accuracy: 27554/50000
epoch [45/1800], loss:1.2693 Accuracy: 27673/50000
epoch [46/1800], loss:1.2653 Accuracy: 27686/50000
epoch [47/1800], loss:1.2605 Accuracy: 27828/50000
epoch [48/1800], loss:1.2566 Accuracy: 27867/50000
epoch [49/1800], loss:1.2529 Accuracy: 27966/50000
epoch [50/1800], loss:1.2494 Accuracy: 28016/50000
epoch [51/1800], loss:1.2462 Accuracy: 28108/50000
epoch [52/1800], loss:1.2442 Accuracy: 28077/50000
epoch [53/1800], loss:1.2394 Accuracy: 28196/50000
epoch [54/1800], loss:1.2347 Accuracy: 28308/50000
epoch [55/1800], loss:1.2311 Accuracy: 28306/50000
epoch [56/1800], loss:1.2281 Accuracy: 28383/50000
epoch [57/1800], loss:1.2256 Accuracy: 28487/50000
epoch [58/1800], loss:1.2218 Accuracy: 28542/50000
epoch [59/1800], loss:1.2182 Accuracy: 28553/50000
epoch [60/1800], loss:1.2152 Accuracy: 28590/50000
epoch [61/1800], loss:1.2118 Accuracy: 28648/50000
epoch [62/1800], loss:1.2090 Accuracy: 28750/50000
epoch [63/1800], loss:1.2060 Accuracy: 28812/50000
epoch [64/1800], loss:1.2023 Accuracy: 28834/50000
epoch [65/1800], loss:1.1991 Accuracy: 28849/50000
epoch [66/1800], loss:1.1969 Accuracy: 28914/50000
epoch [67/1800], loss:1.1938 Accuracy: 28991/50000
epoch [68/1800], loss:1.1913 Accuracy: 29047/50000
epoch [69/1800], loss:1.1880 Accuracy: 29098/50000
epoch [70/1800], loss:1.1852 Accuracy: 29201/50000
epoch [71/1800], loss:1.1820 Accuracy: 29175/50000
epoch [72/1800], loss:1.1805 Accuracy: 29255/50000
epoch [73/1800], loss:1.1781 Accuracy: 29311/50000
epoch [74/1800], loss:1.1742 Accuracy: 29254/50000
epoch [75/1800], loss:1.1719 Accuracy: 29449/50000
epoch [76/1800], loss:1.1701 Accuracy: 29393/50000
epoch [77/1800], loss:1.1677 Accuracy: 29460/50000
epoch [78/1800], loss:1.1642 Accuracy: 29585/50000
epoch [79/1800], loss:1.1636 Accuracy: 29500/50000
epoch [80/1800], loss:1.1598 Accuracy: 29569/50000
epoch [81/1800], loss:1.1580 Accuracy: 29633/50000
epoch [82/1800], loss:1.1557 Accuracy: 29632/50000
epoch [83/1800], loss:1.1535 Accuracy: 29707/50000
epoch [84/1800], loss:1.1507 Accuracy: 29738/50000
epoch [85/1800], loss:1.1479 Accuracy: 29800/50000
epoch [86/1800], loss:1.1454 Accuracy: 29892/50000
epoch [87/1800], loss:1.1438 Accuracy: 29890/50000
epoch [88/1800], loss:1.1425 Accuracy: 29910/50000
epoch [89/1800], loss:1.1391 Accuracy: 30024/50000
epoch [90/1800], loss:1.1388 Accuracy: 30033/50000
