epoch [1/5000], loss:1.7758 Accuracy: 18016/50000
epoch [2/5000], loss:1.4740 Accuracy: 23430/50000
epoch [3/5000], loss:1.3694 Accuracy: 25540/50000
epoch [4/5000], loss:1.2950 Accuracy: 26948/50000
epoch [5/5000], loss:1.2347 Accuracy: 28150/50000
epoch [6/5000], loss:1.1810 Accuracy: 29142/50000
epoch [7/5000], loss:1.1351 Accuracy: 30118/50000
epoch [8/5000], loss:1.0933 Accuracy: 30847/50000
epoch [9/5000], loss:1.0521 Accuracy: 31595/50000
epoch [10/5000], loss:1.0188 Accuracy: 32156/50000
epoch [11/5000], loss:0.9885 Accuracy: 32680/50000
epoch [12/5000], loss:0.9612 Accuracy: 33376/50000
epoch [13/5000], loss:0.9353 Accuracy: 33742/50000
epoch [14/5000], loss:0.9119 Accuracy: 34223/50000
epoch [15/5000], loss:0.8907 Accuracy: 34506/50000
epoch [16/5000], loss:0.8688 Accuracy: 34953/50000
epoch [17/5000], loss:0.8499 Accuracy: 35275/50000
epoch [18/5000], loss:0.8327 Accuracy: 35580/50000
epoch [19/5000], loss:0.8157 Accuracy: 35751/50000
epoch [20/5000], loss:0.7973 Accuracy: 36223/50000
epoch [21/5000], loss:0.7817 Accuracy: 36489/50000
epoch [22/5000], loss:0.7673 Accuracy: 36747/50000
epoch [23/5000], loss:0.7526 Accuracy: 37029/50000
epoch [24/5000], loss:0.7370 Accuracy: 37271/50000
epoch [25/5000], loss:0.7257 Accuracy: 37558/50000
epoch [26/5000], loss:0.7112 Accuracy: 37727/50000
epoch [27/5000], loss:0.6990 Accuracy: 37949/50000
epoch [28/5000], loss:0.6871 Accuracy: 38072/50000
epoch [29/5000], loss:0.6720 Accuracy: 38423/50000
epoch [30/5000], loss:0.6614 Accuracy: 38526/50000
epoch [31/5000], loss:0.6528 Accuracy: 38644/50000
epoch [32/5000], loss:0.6388 Accuracy: 38944/50000
epoch [33/5000], loss:0.6308 Accuracy: 39052/50000
epoch [34/5000], loss:0.6163 Accuracy: 39321/50000
epoch [35/5000], loss:0.6047 Accuracy: 39524/50000
epoch [36/5000], loss:0.5929 Accuracy: 39776/50000
epoch [37/5000], loss:0.5853 Accuracy: 39921/50000
epoch [38/5000], loss:0.5749 Accuracy: 40030/50000
epoch [39/5000], loss:0.5645 Accuracy: 40264/50000
epoch [40/5000], loss:0.5558 Accuracy: 40442/50000
epoch [41/5000], loss:0.5472 Accuracy: 40561/50000
epoch [42/5000], loss:0.5332 Accuracy: 40864/50000
epoch [43/5000], loss:0.5270 Accuracy: 40925/50000
epoch [44/5000], loss:0.5168 Accuracy: 41067/50000
epoch [45/5000], loss:0.5072 Accuracy: 41289/50000
epoch [46/5000], loss:0.4977 Accuracy: 41373/50000
epoch [47/5000], loss:0.4885 Accuracy: 41559/50000
epoch [48/5000], loss:0.4825 Accuracy: 41672/50000
epoch [49/5000], loss:0.4707 Accuracy: 41877/50000
epoch [50/5000], loss:0.4628 Accuracy: 42008/50000
epoch [51/5000], loss:0.4579 Accuracy: 42114/50000
epoch [52/5000], loss:0.4463 Accuracy: 42378/50000
epoch [53/5000], loss:0.4365 Accuracy: 42481/50000
epoch [54/5000], loss:0.4304 Accuracy: 42646/50000
epoch [55/5000], loss:0.4217 Accuracy: 42797/50000
epoch [56/5000], loss:0.4132 Accuracy: 42882/50000
epoch [57/5000], loss:0.4048 Accuracy: 43066/50000
epoch [58/5000], loss:0.3975 Accuracy: 43209/50000
epoch [59/5000], loss:0.3857 Accuracy: 43447/50000
epoch [60/5000], loss:0.3791 Accuracy: 43565/50000
epoch [61/5000], loss:0.3703 Accuracy: 43732/50000
epoch [62/5000], loss:0.3657 Accuracy: 43785/50000
epoch [63/5000], loss:0.3596 Accuracy: 43855/50000
epoch [64/5000], loss:0.3510 Accuracy: 43985/50000
epoch [65/5000], loss:0.3431 Accuracy: 44202/50000
epoch [66/5000], loss:0.3377 Accuracy: 44294/50000
epoch [67/5000], loss:0.3262 Accuracy: 44532/50000
epoch [68/5000], loss:0.3203 Accuracy: 44629/50000
epoch [69/5000], loss:0.3141 Accuracy: 44649/50000
epoch [70/5000], loss:0.3099 Accuracy: 44780/50000
epoch [71/5000], loss:0.3022 Accuracy: 44876/50000
epoch [72/5000], loss:0.2948 Accuracy: 45057/50000
epoch [73/5000], loss:0.2858 Accuracy: 45260/50000
epoch [74/5000], loss:0.2820 Accuracy: 45341/50000
epoch [75/5000], loss:0.2761 Accuracy: 45350/50000
epoch [76/5000], loss:0.2642 Accuracy: 45646/50000
epoch [77/5000], loss:0.2590 Accuracy: 45741/50000
epoch [78/5000], loss:0.2551 Accuracy: 45781/50000
epoch [79/5000], loss:0.2478 Accuracy: 45897/50000
epoch [80/5000], loss:0.2409 Accuracy: 46020/50000
epoch [81/5000], loss:0.2304 Accuracy: 46227/50000
epoch [82/5000], loss:0.2261 Accuracy: 46345/50000
epoch [83/5000], loss:0.2207 Accuracy: 46459/50000
epoch [84/5000], loss:0.2163 Accuracy: 46442/50000
epoch [85/5000], loss:0.2045 Accuracy: 46748/50000
epoch [86/5000], loss:0.2016 Accuracy: 46768/50000
epoch [87/5000], loss:0.1934 Accuracy: 46952/50000
epoch [88/5000], loss:0.1928 Accuracy: 46904/50000
epoch [89/5000], loss:0.1858 Accuracy: 47010/50000
epoch [90/5000], loss:0.1773 Accuracy: 47198/50000
epoch [91/5000], loss:0.1752 Accuracy: 47280/50000
epoch [92/5000], loss:0.1697 Accuracy: 47349/50000
epoch [93/5000], loss:0.1607 Accuracy: 47530/50000
epoch [94/5000], loss:0.1594 Accuracy: 47549/50000
epoch [95/5000], loss:0.1504 Accuracy: 47726/50000
epoch [96/5000], loss:0.1452 Accuracy: 47823/50000
epoch [97/5000], loss:0.1424 Accuracy: 47819/50000
epoch [98/5000], loss:0.1385 Accuracy: 47929/50000
epoch [99/5000], loss:0.1351 Accuracy: 47925/50000
epoch [100/5000], loss:0.1242 Accuracy: 48269/50000
epoch [101/5000], loss:0.1227 Accuracy: 48181/50000
epoch [102/5000], loss:0.1177 Accuracy: 48345/50000
epoch [103/5000], loss:0.1121 Accuracy: 48481/50000
epoch [104/5000], loss:0.1092 Accuracy: 48473/50000
epoch [105/5000], loss:0.1018 Accuracy: 48636/50000
epoch [106/5000], loss:0.0985 Accuracy: 48642/50000
epoch [107/5000], loss:0.0966 Accuracy: 48695/50000
epoch [108/5000], loss:0.1013 Accuracy: 48503/50000
epoch [109/5000], loss:0.0823 Accuracy: 49022/50000
epoch [110/5000], loss:0.0826 Accuracy: 48961/50000
epoch [111/5000], loss:0.0874 Accuracy: 48752/50000
epoch [112/5000], loss:0.0783 Accuracy: 49020/50000
epoch [113/5000], loss:0.0801 Accuracy: 48909/50000
epoch [114/5000], loss:0.0699 Accuracy: 49184/50000
