epoch [1/5000], loss:1.9779 Accuracy: 14194/50000
epoch [2/5000], loss:1.6487 Accuracy: 19987/50000
epoch [3/5000], loss:1.5508 Accuracy: 21733/50000
epoch [4/5000], loss:1.4892 Accuracy: 23005/50000
epoch [5/5000], loss:1.4450 Accuracy: 24069/50000
epoch [6/5000], loss:1.4089 Accuracy: 24858/50000
epoch [7/5000], loss:1.3793 Accuracy: 25418/50000
epoch [8/5000], loss:1.3540 Accuracy: 25906/50000
epoch [9/5000], loss:1.3308 Accuracy: 26392/50000
epoch [10/5000], loss:1.3129 Accuracy: 26709/50000
epoch [11/5000], loss:1.2938 Accuracy: 27032/50000
epoch [12/5000], loss:1.2754 Accuracy: 27460/50000
epoch [13/5000], loss:1.2607 Accuracy: 27788/50000
epoch [14/5000], loss:1.2453 Accuracy: 28044/50000
epoch [15/5000], loss:1.2308 Accuracy: 28239/50000
epoch [16/5000], loss:1.2187 Accuracy: 28569/50000
epoch [17/5000], loss:1.2056 Accuracy: 28781/50000
epoch [18/5000], loss:1.1934 Accuracy: 29042/50000
epoch [19/5000], loss:1.1818 Accuracy: 29161/50000
epoch [20/5000], loss:1.1715 Accuracy: 29389/50000
epoch [21/5000], loss:1.1607 Accuracy: 29632/50000
epoch [22/5000], loss:1.1488 Accuracy: 29874/50000
epoch [23/5000], loss:1.1401 Accuracy: 30013/50000
epoch [24/5000], loss:1.1303 Accuracy: 30168/50000
epoch [25/5000], loss:1.1204 Accuracy: 30284/50000
epoch [26/5000], loss:1.1124 Accuracy: 30465/50000
epoch [27/5000], loss:1.1038 Accuracy: 30685/50000
epoch [28/5000], loss:1.0946 Accuracy: 30795/50000
epoch [29/5000], loss:1.0873 Accuracy: 30945/50000
epoch [30/5000], loss:1.0798 Accuracy: 31104/50000
epoch [31/5000], loss:1.0710 Accuracy: 31244/50000
epoch [32/5000], loss:1.0641 Accuracy: 31336/50000
epoch [33/5000], loss:1.0559 Accuracy: 31417/50000
epoch [34/5000], loss:1.0500 Accuracy: 31617/50000
epoch [35/5000], loss:1.0412 Accuracy: 31798/50000
epoch [36/5000], loss:1.0369 Accuracy: 31833/50000
epoch [37/5000], loss:1.0293 Accuracy: 31920/50000
epoch [38/5000], loss:1.0225 Accuracy: 32161/50000
epoch [39/5000], loss:1.0145 Accuracy: 32276/50000
epoch [40/5000], loss:1.0081 Accuracy: 32302/50000
epoch [41/5000], loss:1.0043 Accuracy: 32373/50000
epoch [42/5000], loss:1.0004 Accuracy: 32507/50000
epoch [43/5000], loss:0.9906 Accuracy: 32644/50000
epoch [44/5000], loss:0.9864 Accuracy: 32732/50000
epoch [45/5000], loss:0.9813 Accuracy: 32865/50000
epoch [46/5000], loss:0.9765 Accuracy: 32966/50000
