8 8 10
epoch [1/5000], loss:2.1221 Accuracy: 11064/50000
epoch [2/5000], loss:1.8771 Accuracy: 16163/50000
epoch [3/5000], loss:1.7818 Accuracy: 17841/50000
epoch [4/5000], loss:1.7099 Accuracy: 19010/50000
epoch [5/5000], loss:1.6542 Accuracy: 20065/50000
epoch [6/5000], loss:1.6117 Accuracy: 20774/50000
epoch [7/5000], loss:1.5764 Accuracy: 21432/50000
epoch [8/5000], loss:1.5473 Accuracy: 21838/50000
epoch [9/5000], loss:1.5231 Accuracy: 22397/50000
epoch [10/5000], loss:1.5029 Accuracy: 22741/50000
epoch [11/5000], loss:1.4861 Accuracy: 23095/50000
epoch [12/5000], loss:1.4697 Accuracy: 23375/50000
epoch [13/5000], loss:1.4572 Accuracy: 23710/50000
epoch [14/5000], loss:1.4453 Accuracy: 23930/50000
epoch [15/5000], loss:1.4347 Accuracy: 24146/50000
epoch [16/5000], loss:1.4256 Accuracy: 24332/50000
epoch [17/5000], loss:1.4154 Accuracy: 24547/50000
epoch [18/5000], loss:1.4076 Accuracy: 24627/50000
epoch [19/5000], loss:1.3992 Accuracy: 24880/50000
epoch [20/5000], loss:1.3924 Accuracy: 24999/50000
epoch [21/5000], loss:1.3855 Accuracy: 25183/50000
epoch [22/5000], loss:1.3779 Accuracy: 25327/50000
epoch [23/5000], loss:1.3719 Accuracy: 25384/50000
epoch [24/5000], loss:1.3645 Accuracy: 25579/50000
epoch [25/5000], loss:1.3583 Accuracy: 25703/50000
epoch [26/5000], loss:1.3534 Accuracy: 25758/50000
epoch [27/5000], loss:1.3470 Accuracy: 25897/50000
epoch [28/5000], loss:1.3414 Accuracy: 26021/50000
epoch [29/5000], loss:1.3369 Accuracy: 26070/50000
epoch [30/5000], loss:1.3309 Accuracy: 26145/50000
epoch [31/5000], loss:1.3257 Accuracy: 26314/50000
epoch [32/5000], loss:1.3215 Accuracy: 26333/50000
epoch [33/5000], loss:1.3162 Accuracy: 26512/50000
epoch [34/5000], loss:1.3115 Accuracy: 26629/50000
epoch [35/5000], loss:1.3064 Accuracy: 26671/50000
epoch [36/5000], loss:1.3030 Accuracy: 26801/50000
epoch [37/5000], loss:1.2983 Accuracy: 26794/50000
epoch [38/5000], loss:1.2943 Accuracy: 26959/50000
epoch [39/5000], loss:1.2905 Accuracy: 26957/50000
epoch [40/5000], loss:1.2867 Accuracy: 27090/50000
epoch [41/5000], loss:1.2831 Accuracy: 27204/50000
epoch [42/5000], loss:1.2781 Accuracy: 27231/50000
epoch [43/5000], loss:1.2756 Accuracy: 27286/50000
epoch [44/5000], loss:1.2712 Accuracy: 27396/50000
epoch [45/5000], loss:1.2675 Accuracy: 27489/50000
epoch [46/5000], loss:1.2634 Accuracy: 27461/50000
epoch [47/5000], loss:1.2606 Accuracy: 27537/50000
epoch [48/5000], loss:1.2573 Accuracy: 27634/50000
epoch [49/5000], loss:1.2547 Accuracy: 27714/50000
epoch [50/5000], loss:1.2497 Accuracy: 27839/50000
epoch [51/5000], loss:1.2472 Accuracy: 27873/50000
epoch [52/5000], loss:1.2446 Accuracy: 27833/50000
epoch [53/5000], loss:1.2407 Accuracy: 27902/50000
epoch [54/5000], loss:1.2400 Accuracy: 28045/50000
epoch [55/5000], loss:1.2355 Accuracy: 28130/50000
epoch [56/5000], loss:1.2324 Accuracy: 28145/50000
epoch [57/5000], loss:1.2294 Accuracy: 28153/50000
epoch [58/5000], loss:1.2262 Accuracy: 28273/50000
epoch [59/5000], loss:1.2238 Accuracy: 28391/50000
epoch [60/5000], loss:1.2196 Accuracy: 28337/50000
epoch [61/5000], loss:1.2187 Accuracy: 28396/50000
epoch [62/5000], loss:1.2154 Accuracy: 28524/50000
epoch [63/5000], loss:1.2125 Accuracy: 28535/50000
epoch [64/5000], loss:1.2094 Accuracy: 28612/50000
epoch [65/5000], loss:1.2072 Accuracy: 28622/50000
epoch [66/5000], loss:1.2056 Accuracy: 28672/50000
epoch [67/5000], loss:1.2013 Accuracy: 28721/50000
epoch [68/5000], loss:1.1989 Accuracy: 28815/50000
epoch [69/5000], loss:1.1971 Accuracy: 28868/50000
epoch [70/5000], loss:1.1946 Accuracy: 28868/50000
epoch [71/5000], loss:1.1913 Accuracy: 28975/50000
epoch [72/5000], loss:1.1902 Accuracy: 28941/50000
epoch [73/5000], loss:1.1877 Accuracy: 29058/50000
epoch [74/5000], loss:1.1840 Accuracy: 29177/50000
epoch [75/5000], loss:1.1827 Accuracy: 29067/50000
epoch [76/5000], loss:1.1802 Accuracy: 29109/50000
epoch [77/5000], loss:1.1769 Accuracy: 29143/50000
epoch [78/5000], loss:1.1762 Accuracy: 29228/50000
epoch [79/5000], loss:1.1742 Accuracy: 29266/50000
epoch [80/5000], loss:1.1715 Accuracy: 29296/50000
epoch [81/5000], loss:1.1678 Accuracy: 29406/50000
epoch [82/5000], loss:1.1660 Accuracy: 29441/50000
epoch [83/5000], loss:1.1636 Accuracy: 29485/50000
epoch [84/5000], loss:1.1613 Accuracy: 29572/50000
epoch [85/5000], loss:1.1597 Accuracy: 29565/50000
epoch [86/5000], loss:1.1574 Accuracy: 29620/50000
epoch [87/5000], loss:1.1547 Accuracy: 29715/50000
epoch [88/5000], loss:1.1540 Accuracy: 29668/50000
epoch [89/5000], loss:1.1517 Accuracy: 29754/50000
epoch [90/5000], loss:1.1487 Accuracy: 29774/50000
epoch [91/5000], loss:1.1461 Accuracy: 29821/50000
epoch [92/5000], loss:1.1449 Accuracy: 29834/50000
epoch [93/5000], loss:1.1425 Accuracy: 29852/50000
epoch [94/5000], loss:1.1418 Accuracy: 29912/50000
epoch [95/5000], loss:1.1387 Accuracy: 29908/50000
epoch [96/5000], loss:1.1361 Accuracy: 30075/50000
epoch [97/5000], loss:1.1342 Accuracy: 30046/50000
epoch [98/5000], loss:1.1325 Accuracy: 30059/50000
epoch [99/5000], loss:1.1304 Accuracy: 30102/50000
epoch [100/5000], loss:1.1292 Accuracy: 30099/50000
epoch [101/5000], loss:1.1263 Accuracy: 30189/50000
epoch [102/5000], loss:1.1253 Accuracy: 30237/50000
epoch [103/5000], loss:1.1227 Accuracy: 30259/50000
epoch [104/5000], loss:1.1208 Accuracy: 30340/50000
epoch [105/5000], loss:1.1182 Accuracy: 30280/50000
epoch [106/5000], loss:1.1161 Accuracy: 30331/50000
epoch [107/5000], loss:1.1151 Accuracy: 30365/50000
epoch [108/5000], loss:1.1118 Accuracy: 30442/50000
epoch [109/5000], loss:1.1115 Accuracy: 30484/50000
