17 18 17
epoch [1/5000], loss:2.0354 Accuracy: 13006/50000
epoch [2/5000], loss:1.7536 Accuracy: 18398/50000
epoch [3/5000], loss:1.6303 Accuracy: 20474/50000
epoch [4/5000], loss:1.5614 Accuracy: 21644/50000
epoch [5/5000], loss:1.5195 Accuracy: 22554/50000
epoch [6/5000], loss:1.4871 Accuracy: 23172/50000
epoch [7/5000], loss:1.4618 Accuracy: 23641/50000
epoch [8/5000], loss:1.4371 Accuracy: 24090/50000
epoch [9/5000], loss:1.4173 Accuracy: 24449/50000
epoch [10/5000], loss:1.3981 Accuracy: 24918/50000
epoch [11/5000], loss:1.3785 Accuracy: 25267/50000
epoch [12/5000], loss:1.3636 Accuracy: 25499/50000
epoch [13/5000], loss:1.3476 Accuracy: 25872/50000
epoch [14/5000], loss:1.3318 Accuracy: 26116/50000
epoch [15/5000], loss:1.3180 Accuracy: 26351/50000
epoch [16/5000], loss:1.3050 Accuracy: 26602/50000
epoch [17/5000], loss:1.2920 Accuracy: 26832/50000
epoch [18/5000], loss:1.2798 Accuracy: 27043/50000
epoch [19/5000], loss:1.2663 Accuracy: 27389/50000
epoch [20/5000], loss:1.2579 Accuracy: 27521/50000
epoch [21/5000], loss:1.2459 Accuracy: 27805/50000
epoch [22/5000], loss:1.2358 Accuracy: 27956/50000
epoch [23/5000], loss:1.2256 Accuracy: 28174/50000
epoch [24/5000], loss:1.2144 Accuracy: 28356/50000
epoch [25/5000], loss:1.2059 Accuracy: 28516/50000
epoch [26/5000], loss:1.1959 Accuracy: 28718/50000
epoch [27/5000], loss:1.1862 Accuracy: 28904/50000
epoch [28/5000], loss:1.1767 Accuracy: 29123/50000
epoch [29/5000], loss:1.1693 Accuracy: 29370/50000
epoch [30/5000], loss:1.1570 Accuracy: 29559/50000
epoch [31/5000], loss:1.1503 Accuracy: 29633/50000
epoch [32/5000], loss:1.1412 Accuracy: 29799/50000
epoch [33/5000], loss:1.1325 Accuracy: 30020/50000
epoch [34/5000], loss:1.1259 Accuracy: 30222/50000
epoch [35/5000], loss:1.1183 Accuracy: 30323/50000
epoch [36/5000], loss:1.1084 Accuracy: 30465/50000
epoch [37/5000], loss:1.1028 Accuracy: 30614/50000
epoch [38/5000], loss:1.0975 Accuracy: 30679/50000
epoch [39/5000], loss:1.0876 Accuracy: 30922/50000
epoch [40/5000], loss:1.0827 Accuracy: 31033/50000
epoch [41/5000], loss:1.0766 Accuracy: 31118/50000
epoch [42/5000], loss:1.0672 Accuracy: 31355/50000
epoch [43/5000], loss:1.0635 Accuracy: 31382/50000
epoch [44/5000], loss:1.0572 Accuracy: 31561/50000
epoch [45/5000], loss:1.0532 Accuracy: 31616/50000
epoch [46/5000], loss:1.0472 Accuracy: 31729/50000
epoch [47/5000], loss:1.0413 Accuracy: 31800/50000
epoch [48/5000], loss:1.0340 Accuracy: 31862/50000
epoch [49/5000], loss:1.0280 Accuracy: 32078/50000
epoch [50/5000], loss:1.0237 Accuracy: 32134/50000
epoch [51/5000], loss:1.0206 Accuracy: 32156/50000
epoch [52/5000], loss:1.0153 Accuracy: 32302/50000
epoch [53/5000], loss:1.0077 Accuracy: 32438/50000
epoch [54/5000], loss:1.0064 Accuracy: 32383/50000
epoch [55/5000], loss:1.0012 Accuracy: 32660/50000
epoch [56/5000], loss:0.9949 Accuracy: 32627/50000
epoch [57/5000], loss:0.9935 Accuracy: 32718/50000
epoch [58/5000], loss:0.9883 Accuracy: 32804/50000
epoch [59/5000], loss:0.9839 Accuracy: 32860/50000
epoch [60/5000], loss:0.9800 Accuracy: 32931/50000
epoch [61/5000], loss:0.9757 Accuracy: 33028/50000
epoch [62/5000], loss:0.9735 Accuracy: 33102/50000
epoch [63/5000], loss:0.9699 Accuracy: 33160/50000
epoch [64/5000], loss:0.9659 Accuracy: 33211/50000
epoch [65/5000], loss:0.9632 Accuracy: 33263/50000
epoch [66/5000], loss:0.9600 Accuracy: 33326/50000
epoch [67/5000], loss:0.9556 Accuracy: 33302/50000
epoch [68/5000], loss:0.9527 Accuracy: 33512/50000
