22
epoch [1/1800], loss:2.1345 Accuracy: 10565/50000
epoch [2/1800], loss:1.8566 Accuracy: 16575/50000
epoch [3/1800], loss:1.7496 Accuracy: 18338/50000
epoch [4/1800], loss:1.6830 Accuracy: 19556/50000
epoch [5/1800], loss:1.6362 Accuracy: 20412/50000
epoch [6/1800], loss:1.6002 Accuracy: 20948/50000
epoch [7/1800], loss:1.5731 Accuracy: 21571/50000
epoch [8/1800], loss:1.5507 Accuracy: 21979/50000
epoch [9/1800], loss:1.5320 Accuracy: 22352/50000
epoch [10/1800], loss:1.5175 Accuracy: 22580/50000
epoch [11/1800], loss:1.5034 Accuracy: 22857/50000
epoch [12/1800], loss:1.4916 Accuracy: 23140/50000
epoch [13/1800], loss:1.4812 Accuracy: 23273/50000
epoch [14/1800], loss:1.4708 Accuracy: 23466/50000
epoch [15/1800], loss:1.4616 Accuracy: 23697/50000
epoch [16/1800], loss:1.4533 Accuracy: 23807/50000
epoch [17/1800], loss:1.4451 Accuracy: 23988/50000
epoch [18/1800], loss:1.4372 Accuracy: 24104/50000
epoch [19/1800], loss:1.4298 Accuracy: 24185/50000
epoch [20/1800], loss:1.4220 Accuracy: 24490/50000
epoch [21/1800], loss:1.4148 Accuracy: 24590/50000
epoch [22/1800], loss:1.4075 Accuracy: 24753/50000
epoch [23/1800], loss:1.4011 Accuracy: 24823/50000
epoch [24/1800], loss:1.3945 Accuracy: 24962/50000
epoch [25/1800], loss:1.3881 Accuracy: 25171/50000
epoch [26/1800], loss:1.3819 Accuracy: 25218/50000
epoch [27/1800], loss:1.3759 Accuracy: 25374/50000
epoch [28/1800], loss:1.3695 Accuracy: 25541/50000
epoch [29/1800], loss:1.3646 Accuracy: 25532/50000
epoch [30/1800], loss:1.3587 Accuracy: 25709/50000
epoch [31/1800], loss:1.3527 Accuracy: 25862/50000
epoch [32/1800], loss:1.3479 Accuracy: 25957/50000
epoch [33/1800], loss:1.3425 Accuracy: 26097/50000
epoch [34/1800], loss:1.3377 Accuracy: 26157/50000
epoch [35/1800], loss:1.3325 Accuracy: 26195/50000
epoch [36/1800], loss:1.3275 Accuracy: 26353/50000
epoch [37/1800], loss:1.3217 Accuracy: 26438/50000
epoch [38/1800], loss:1.3173 Accuracy: 26528/50000
epoch [39/1800], loss:1.3129 Accuracy: 26649/50000
epoch [40/1800], loss:1.3085 Accuracy: 26809/50000
epoch [41/1800], loss:1.3035 Accuracy: 26796/50000
epoch [42/1800], loss:1.2991 Accuracy: 26884/50000
epoch [43/1800], loss:1.2953 Accuracy: 26998/50000
epoch [44/1800], loss:1.2913 Accuracy: 27091/50000
epoch [45/1800], loss:1.2869 Accuracy: 27143/50000
epoch [46/1800], loss:1.2825 Accuracy: 27121/50000
epoch [47/1800], loss:1.2796 Accuracy: 27279/50000
epoch [48/1800], loss:1.2757 Accuracy: 27343/50000
epoch [49/1800], loss:1.2719 Accuracy: 27452/50000
epoch [50/1800], loss:1.2679 Accuracy: 27454/50000
