11
epoch [1/500], loss:2.1689 Accuracy: 10244/50000
epoch [2/500], loss:1.8964 Accuracy: 15791/50000
epoch [3/500], loss:1.7893 Accuracy: 17498/50000
epoch [4/500], loss:1.7160 Accuracy: 18561/50000
epoch [5/500], loss:1.6667 Accuracy: 19340/50000
epoch [6/500], loss:1.6310 Accuracy: 20037/50000
epoch [7/500], loss:1.6052 Accuracy: 20537/50000
epoch [8/500], loss:1.5837 Accuracy: 20996/50000
epoch [9/500], loss:1.5653 Accuracy: 21390/50000
epoch [10/500], loss:1.5504 Accuracy: 21701/50000
epoch [11/500], loss:1.5371 Accuracy: 21934/50000
epoch [12/500], loss:1.5253 Accuracy: 22158/50000
epoch [13/500], loss:1.5124 Accuracy: 22474/50000
epoch [14/500], loss:1.5017 Accuracy: 22665/50000
epoch [15/500], loss:1.4905 Accuracy: 22899/50000
epoch [16/500], loss:1.4797 Accuracy: 23138/50000
epoch [17/500], loss:1.4690 Accuracy: 23353/50000
epoch [18/500], loss:1.4593 Accuracy: 23580/50000
epoch [19/500], loss:1.4498 Accuracy: 23800/50000
epoch [20/500], loss:1.4390 Accuracy: 24024/50000
epoch [21/500], loss:1.4314 Accuracy: 24187/50000
epoch [22/500], loss:1.4221 Accuracy: 24418/50000
epoch [23/500], loss:1.4132 Accuracy: 24539/50000
epoch [24/500], loss:1.4038 Accuracy: 24782/50000
epoch [25/500], loss:1.3952 Accuracy: 24948/50000
epoch [26/500], loss:1.3867 Accuracy: 25136/50000
epoch [27/500], loss:1.3787 Accuracy: 25281/50000
epoch [28/500], loss:1.3704 Accuracy: 25517/50000
epoch [29/500], loss:1.3616 Accuracy: 25666/50000
epoch [30/500], loss:1.3551 Accuracy: 25808/50000
epoch [31/500], loss:1.3466 Accuracy: 26023/50000
epoch [32/500], loss:1.3405 Accuracy: 26110/50000
epoch [33/500], loss:1.3328 Accuracy: 26227/50000
epoch [34/500], loss:1.3267 Accuracy: 26361/50000
epoch [35/500], loss:1.3196 Accuracy: 26516/50000
epoch [36/500], loss:1.3151 Accuracy: 26576/50000
epoch [37/500], loss:1.3085 Accuracy: 26757/50000
epoch [38/500], loss:1.3028 Accuracy: 26822/50000
epoch [39/500], loss:1.2969 Accuracy: 26916/50000
epoch [40/500], loss:1.2933 Accuracy: 26997/50000
