1
epoch [1/500], loss:2.1431 Accuracy: 10936/50000
epoch [2/500], loss:1.8757 Accuracy: 16634/50000
epoch [3/500], loss:1.7742 Accuracy: 18342/50000
epoch [4/500], loss:1.7013 Accuracy: 19421/50000
epoch [5/500], loss:1.6475 Accuracy: 20329/50000
epoch [6/500], loss:1.6103 Accuracy: 20819/50000
epoch [7/500], loss:1.5818 Accuracy: 21243/50000
epoch [8/500], loss:1.5582 Accuracy: 21760/50000
epoch [9/500], loss:1.5415 Accuracy: 21966/50000
epoch [10/500], loss:1.5242 Accuracy: 22254/50000
epoch [11/500], loss:1.5097 Accuracy: 22564/50000
epoch [12/500], loss:1.4963 Accuracy: 22744/50000
epoch [13/500], loss:1.4836 Accuracy: 23038/50000
epoch [14/500], loss:1.4732 Accuracy: 23275/50000
epoch [15/500], loss:1.4612 Accuracy: 23529/50000
epoch [16/500], loss:1.4505 Accuracy: 23695/50000
epoch [17/500], loss:1.4405 Accuracy: 23963/50000
epoch [18/500], loss:1.4310 Accuracy: 24181/50000
epoch [19/500], loss:1.4208 Accuracy: 24370/50000
epoch [20/500], loss:1.4128 Accuracy: 24418/50000
epoch [21/500], loss:1.4043 Accuracy: 24712/50000
epoch [22/500], loss:1.3971 Accuracy: 24789/50000
epoch [23/500], loss:1.3898 Accuracy: 25027/50000
epoch [24/500], loss:1.3815 Accuracy: 25177/50000
epoch [25/500], loss:1.3758 Accuracy: 25240/50000
epoch [26/500], loss:1.3682 Accuracy: 25455/50000
epoch [27/500], loss:1.3618 Accuracy: 25514/50000
epoch [28/500], loss:1.3558 Accuracy: 25670/50000
epoch [29/500], loss:1.3497 Accuracy: 25748/50000
epoch [30/500], loss:1.3435 Accuracy: 25875/50000
epoch [31/500], loss:1.3370 Accuracy: 26131/50000
epoch [32/500], loss:1.3310 Accuracy: 26100/50000
epoch [33/500], loss:1.3260 Accuracy: 26265/50000
epoch [34/500], loss:1.3199 Accuracy: 26359/50000
epoch [35/500], loss:1.3144 Accuracy: 26571/50000
epoch [36/500], loss:1.3089 Accuracy: 26663/50000
epoch [37/500], loss:1.3031 Accuracy: 26726/50000
epoch [38/500], loss:1.2977 Accuracy: 26874/50000
epoch [39/500], loss:1.2923 Accuracy: 26911/50000
epoch [40/500], loss:1.2858 Accuracy: 27079/50000
epoch [41/500], loss:1.2808 Accuracy: 27234/50000
epoch [42/500], loss:1.2758 Accuracy: 27269/50000
epoch [43/500], loss:1.2701 Accuracy: 27362/50000
epoch [44/500], loss:1.2656 Accuracy: 27475/50000
epoch [45/500], loss:1.2610 Accuracy: 27587/50000
epoch [46/500], loss:1.2554 Accuracy: 27625/50000
epoch [47/500], loss:1.2513 Accuracy: 27818/50000
epoch [48/500], loss:1.2455 Accuracy: 27890/50000
epoch [49/500], loss:1.2414 Accuracy: 28008/50000
epoch [50/500], loss:1.2363 Accuracy: 28062/50000
epoch [51/500], loss:1.2314 Accuracy: 28264/50000
epoch [52/500], loss:1.2274 Accuracy: 28291/50000
epoch [53/500], loss:1.2232 Accuracy: 28347/50000
epoch [54/500], loss:1.2191 Accuracy: 28422/50000
epoch [55/500], loss:1.2142 Accuracy: 28524/50000
epoch [56/500], loss:1.2104 Accuracy: 28553/50000
epoch [57/500], loss:1.2072 Accuracy: 28679/50000
epoch [58/500], loss:1.2043 Accuracy: 28689/50000
epoch [59/500], loss:1.2003 Accuracy: 28788/50000
epoch [60/500], loss:1.1964 Accuracy: 28812/50000
epoch [61/500], loss:1.1928 Accuracy: 28937/50000
epoch [62/500], loss:1.1895 Accuracy: 29010/50000
epoch [63/500], loss:1.1869 Accuracy: 29121/50000
epoch [64/500], loss:1.1818 Accuracy: 29170/50000
epoch [65/500], loss:1.1796 Accuracy: 29165/50000
epoch [66/500], loss:1.1764 Accuracy: 29178/50000
epoch [67/500], loss:1.1734 Accuracy: 29270/50000
epoch [68/500], loss:1.1697 Accuracy: 29357/50000
epoch [69/500], loss:1.1676 Accuracy: 29421/50000
epoch [70/500], loss:1.1649 Accuracy: 29523/50000
epoch [71/500], loss:1.1622 Accuracy: 29585/50000
epoch [72/500], loss:1.1587 Accuracy: 29636/50000
epoch [73/500], loss:1.1565 Accuracy: 29663/50000
epoch [74/500], loss:1.1539 Accuracy: 29744/50000
epoch [75/500], loss:1.1515 Accuracy: 29744/50000
epoch [76/500], loss:1.1490 Accuracy: 29803/50000
epoch [77/500], loss:1.1463 Accuracy: 29874/50000
epoch [78/500], loss:1.1439 Accuracy: 29854/50000
epoch [79/500], loss:1.1414 Accuracy: 29927/50000
epoch [80/500], loss:1.1401 Accuracy: 29968/50000
epoch [81/500], loss:1.1370 Accuracy: 30045/50000
epoch [82/500], loss:1.1344 Accuracy: 30050/50000
epoch [83/500], loss:1.1334 Accuracy: 30078/50000
epoch [84/500], loss:1.1303 Accuracy: 30157/50000
epoch [85/500], loss:1.1275 Accuracy: 30236/50000
epoch [86/500], loss:1.1263 Accuracy: 30196/50000
epoch [87/500], loss:1.1240 Accuracy: 30282/50000
epoch [88/500], loss:1.1220 Accuracy: 30256/50000
epoch [89/500], loss:1.1203 Accuracy: 30335/50000
epoch [90/500], loss:1.1180 Accuracy: 30384/50000
epoch [91/500], loss:1.1164 Accuracy: 30347/50000
epoch [92/500], loss:1.1136 Accuracy: 30486/50000
epoch [93/500], loss:1.1115 Accuracy: 30490/50000
epoch [94/500], loss:1.1105 Accuracy: 30563/50000
epoch [95/500], loss:1.1082 Accuracy: 30547/50000
epoch [96/500], loss:1.1066 Accuracy: 30619/50000
epoch [97/500], loss:1.1040 Accuracy: 30634/50000
epoch [98/500], loss:1.1039 Accuracy: 30655/50000
epoch [99/500], loss:1.1011 Accuracy: 30678/50000
epoch [100/500], loss:1.0992 Accuracy: 30716/50000
epoch [101/500], loss:1.0973 Accuracy: 30758/50000
epoch [102/500], loss:1.0956 Accuracy: 30745/50000
epoch [103/500], loss:1.0948 Accuracy: 30831/50000
epoch [104/500], loss:1.0930 Accuracy: 30869/50000
epoch [105/500], loss:1.0904 Accuracy: 30907/50000
epoch [106/500], loss:1.0904 Accuracy: 30873/50000
epoch [107/500], loss:1.0890 Accuracy: 30925/50000
epoch [108/500], loss:1.0860 Accuracy: 30995/50000
epoch [109/500], loss:1.0850 Accuracy: 30989/50000
epoch [110/500], loss:1.0835 Accuracy: 30995/50000
epoch [111/500], loss:1.0818 Accuracy: 31042/50000
epoch [112/500], loss:1.0811 Accuracy: 31036/50000
epoch [113/500], loss:1.0784 Accuracy: 31089/50000
epoch [114/500], loss:1.0768 Accuracy: 31049/50000
epoch [115/500], loss:1.0758 Accuracy: 31121/50000
epoch [116/500], loss:1.0744 Accuracy: 31155/50000
epoch [117/500], loss:1.0721 Accuracy: 31242/50000
epoch [118/500], loss:1.0709 Accuracy: 31281/50000
epoch [119/500], loss:1.0700 Accuracy: 31229/50000
epoch [120/500], loss:1.0686 Accuracy: 31242/50000
epoch [121/500], loss:1.0669 Accuracy: 31335/50000
epoch [122/500], loss:1.0666 Accuracy: 31305/50000
epoch [123/500], loss:1.0644 Accuracy: 31376/50000
epoch [124/500], loss:1.0632 Accuracy: 31363/50000
epoch [125/500], loss:1.0612 Accuracy: 31447/50000
epoch [126/500], loss:1.0606 Accuracy: 31430/50000
epoch [127/500], loss:1.0585 Accuracy: 31461/50000
epoch [128/500], loss:1.0582 Accuracy: 31531/50000
epoch [129/500], loss:1.0564 Accuracy: 31515/50000
epoch [130/500], loss:1.0558 Accuracy: 31476/50000
epoch [131/500], loss:1.0539 Accuracy: 31573/50000
epoch [132/500], loss:1.0524 Accuracy: 31605/50000
epoch [133/500], loss:1.0527 Accuracy: 31504/50000
epoch [134/500], loss:1.0514 Accuracy: 31574/50000
epoch [135/500], loss:1.0488 Accuracy: 31685/50000
epoch [136/500], loss:1.0487 Accuracy: 31647/50000
epoch [137/500], loss:1.0484 Accuracy: 31611/50000
epoch [138/500], loss:1.0463 Accuracy: 31694/50000
epoch [139/500], loss:1.0458 Accuracy: 31735/50000
epoch [140/500], loss:1.0435 Accuracy: 31754/50000
epoch [141/500], loss:1.0430 Accuracy: 31736/50000
epoch [142/500], loss:1.0418 Accuracy: 31752/50000
epoch [143/500], loss:1.0409 Accuracy: 31779/50000
epoch [144/500], loss:1.0397 Accuracy: 31868/50000
epoch [145/500], loss:1.0390 Accuracy: 31828/50000
epoch [146/500], loss:1.0373 Accuracy: 31836/50000
epoch [147/500], loss:1.0355 Accuracy: 31904/50000
epoch [148/500], loss:1.0357 Accuracy: 31877/50000
epoch [149/500], loss:1.0333 Accuracy: 31888/50000
epoch [150/500], loss:1.0331 Accuracy: 31948/50000
epoch [151/500], loss:1.0339 Accuracy: 31900/50000
epoch [152/500], loss:1.0307 Accuracy: 31992/50000
epoch [153/500], loss:1.0308 Accuracy: 32023/50000
epoch [154/500], loss:1.0292 Accuracy: 31959/50000
epoch [155/500], loss:1.0277 Accuracy: 32073/50000
epoch [156/500], loss:1.0266 Accuracy: 32039/50000
epoch [157/500], loss:1.0268 Accuracy: 32001/50000
epoch [158/500], loss:1.0270 Accuracy: 32068/50000
epoch [159/500], loss:1.0241 Accuracy: 32070/50000
epoch [160/500], loss:1.0231 Accuracy: 32054/50000
epoch [161/500], loss:1.0221 Accuracy: 32135/50000
epoch [162/500], loss:1.0228 Accuracy: 32101/50000
epoch [163/500], loss:1.0217 Accuracy: 32100/50000
epoch [164/500], loss:1.0191 Accuracy: 32167/50000
epoch [165/500], loss:1.0188 Accuracy: 32181/50000
epoch [166/500], loss:1.0189 Accuracy: 32111/50000
epoch [167/500], loss:1.0178 Accuracy: 32240/50000
epoch [168/500], loss:1.0163 Accuracy: 32179/50000
epoch [169/500], loss:1.0149 Accuracy: 32230/50000
epoch [170/500], loss:1.0145 Accuracy: 32235/50000
epoch [171/500], loss:1.0137 Accuracy: 32266/50000
epoch [172/500], loss:1.0132 Accuracy: 32339/50000
epoch [173/500], loss:1.0126 Accuracy: 32276/50000
epoch [174/500], loss:1.0115 Accuracy: 32344/50000
epoch [175/500], loss:1.0107 Accuracy: 32335/50000
epoch [176/500], loss:1.0096 Accuracy: 32363/50000
epoch [177/500], loss:1.0087 Accuracy: 32259/50000
epoch [178/500], loss:1.0078 Accuracy: 32364/50000
epoch [179/500], loss:1.0071 Accuracy: 32372/50000
epoch [180/500], loss:1.0068 Accuracy: 32376/50000
epoch [181/500], loss:1.0053 Accuracy: 32402/50000
epoch [182/500], loss:1.0048 Accuracy: 32464/50000
epoch [183/500], loss:1.0047 Accuracy: 32482/50000
epoch [184/500], loss:1.0037 Accuracy: 32399/50000
epoch [185/500], loss:1.0034 Accuracy: 32499/50000
epoch [186/500], loss:1.0016 Accuracy: 32453/50000
epoch [187/500], loss:1.0011 Accuracy: 32458/50000
epoch [188/500], loss:1.0008 Accuracy: 32459/50000
epoch [189/500], loss:0.9998 Accuracy: 32541/50000
epoch [190/500], loss:0.9985 Accuracy: 32484/50000
epoch [191/500], loss:0.9982 Accuracy: 32558/50000
epoch [192/500], loss:0.9984 Accuracy: 32521/50000
epoch [193/500], loss:0.9969 Accuracy: 32591/50000
epoch [194/500], loss:0.9957 Accuracy: 32621/50000
epoch [195/500], loss:0.9954 Accuracy: 32570/50000
epoch [196/500], loss:0.9941 Accuracy: 32636/50000
epoch [197/500], loss:0.9937 Accuracy: 32594/50000
epoch [198/500], loss:0.9931 Accuracy: 32579/50000
epoch [199/500], loss:0.9925 Accuracy: 32620/50000
epoch [200/500], loss:0.9916 Accuracy: 32639/50000
epoch [201/500], loss:0.9897 Accuracy: 32663/50000
epoch [202/500], loss:0.9911 Accuracy: 32663/50000
epoch [203/500], loss:0.9890 Accuracy: 32665/50000
epoch [204/500], loss:0.9884 Accuracy: 32719/50000
epoch [205/500], loss:0.9873 Accuracy: 32742/50000
epoch [206/500], loss:0.9878 Accuracy: 32702/50000
epoch [207/500], loss:0.9859 Accuracy: 32716/50000
epoch [208/500], loss:0.9859 Accuracy: 32777/50000
epoch [209/500], loss:0.9853 Accuracy: 32762/50000
