epoch [1/5000], loss:2.1320 Accuracy: 10930/50000
epoch [2/5000], loss:1.8535 Accuracy: 16751/50000
epoch [3/5000], loss:1.7647 Accuracy: 18221/50000
epoch [4/5000], loss:1.7079 Accuracy: 19196/50000
epoch [5/5000], loss:1.6629 Accuracy: 19961/50000
epoch [6/5000], loss:1.6266 Accuracy: 20579/50000
epoch [7/5000], loss:1.5982 Accuracy: 21054/50000
epoch [8/5000], loss:1.5743 Accuracy: 21416/50000
epoch [9/5000], loss:1.5549 Accuracy: 21838/50000
epoch [10/5000], loss:1.5363 Accuracy: 22171/50000
epoch [11/5000], loss:1.5208 Accuracy: 22438/50000
epoch [12/5000], loss:1.5067 Accuracy: 22727/50000
epoch [13/5000], loss:1.4939 Accuracy: 22976/50000
epoch [14/5000], loss:1.4818 Accuracy: 23132/50000
epoch [15/5000], loss:1.4715 Accuracy: 23358/50000
epoch [16/5000], loss:1.4610 Accuracy: 23682/50000
epoch [17/5000], loss:1.4509 Accuracy: 23851/50000
epoch [18/5000], loss:1.4424 Accuracy: 24002/50000
epoch [19/5000], loss:1.4331 Accuracy: 24104/50000
epoch [20/5000], loss:1.4246 Accuracy: 24298/50000
epoch [21/5000], loss:1.4165 Accuracy: 24458/50000
epoch [22/5000], loss:1.4091 Accuracy: 24600/50000
epoch [23/5000], loss:1.4009 Accuracy: 24783/50000
epoch [24/5000], loss:1.3951 Accuracy: 24864/50000
epoch [25/5000], loss:1.3884 Accuracy: 24922/50000
epoch [26/5000], loss:1.3814 Accuracy: 25167/50000
epoch [27/5000], loss:1.3757 Accuracy: 25284/50000
epoch [28/5000], loss:1.3693 Accuracy: 25418/50000
epoch [29/5000], loss:1.3638 Accuracy: 25495/50000
epoch [30/5000], loss:1.3583 Accuracy: 25615/50000
epoch [31/5000], loss:1.3517 Accuracy: 25727/50000
epoch [32/5000], loss:1.3480 Accuracy: 25799/50000
epoch [33/5000], loss:1.3414 Accuracy: 25915/50000
epoch [34/5000], loss:1.3359 Accuracy: 26090/50000
epoch [35/5000], loss:1.3312 Accuracy: 26174/50000
epoch [36/5000], loss:1.3255 Accuracy: 26349/50000
epoch [37/5000], loss:1.3218 Accuracy: 26364/50000
epoch [38/5000], loss:1.3170 Accuracy: 26394/50000
epoch [39/5000], loss:1.3118 Accuracy: 26548/50000
epoch [40/5000], loss:1.3072 Accuracy: 26609/50000
epoch [41/5000], loss:1.3018 Accuracy: 26742/50000
epoch [42/5000], loss:1.2973 Accuracy: 26845/50000
epoch [43/5000], loss:1.2937 Accuracy: 26961/50000
epoch [44/5000], loss:1.2878 Accuracy: 27106/50000
epoch [45/5000], loss:1.2851 Accuracy: 27068/50000
epoch [46/5000], loss:1.2805 Accuracy: 27187/50000
epoch [47/5000], loss:1.2763 Accuracy: 27293/50000
epoch [48/5000], loss:1.2719 Accuracy: 27375/50000
epoch [49/5000], loss:1.2684 Accuracy: 27513/50000
epoch [50/5000], loss:1.2650 Accuracy: 27539/50000
epoch [51/5000], loss:1.2610 Accuracy: 27702/50000
epoch [52/5000], loss:1.2559 Accuracy: 27714/50000
epoch [53/5000], loss:1.2523 Accuracy: 27814/50000
epoch [54/5000], loss:1.2490 Accuracy: 27888/50000
epoch [55/5000], loss:1.2442 Accuracy: 27893/50000
epoch [56/5000], loss:1.2409 Accuracy: 27991/50000
epoch [57/5000], loss:1.2374 Accuracy: 28171/50000
epoch [58/5000], loss:1.2336 Accuracy: 28183/50000
epoch [59/5000], loss:1.2307 Accuracy: 28296/50000
epoch [60/5000], loss:1.2276 Accuracy: 28324/50000
epoch [61/5000], loss:1.2237 Accuracy: 28348/50000
epoch [62/5000], loss:1.2205 Accuracy: 28397/50000
epoch [63/5000], loss:1.2184 Accuracy: 28458/50000
epoch [64/5000], loss:1.2145 Accuracy: 28532/50000
epoch [65/5000], loss:1.2129 Accuracy: 28545/50000
epoch [66/5000], loss:1.2081 Accuracy: 28689/50000
epoch [67/5000], loss:1.2056 Accuracy: 28728/50000
epoch [68/5000], loss:1.2028 Accuracy: 28816/50000
epoch [69/5000], loss:1.1999 Accuracy: 28800/50000
epoch [70/5000], loss:1.1966 Accuracy: 28822/50000
epoch [71/5000], loss:1.1939 Accuracy: 28996/50000
epoch [72/5000], loss:1.1914 Accuracy: 28949/50000
epoch [73/5000], loss:1.1888 Accuracy: 28965/50000
epoch [74/5000], loss:1.1863 Accuracy: 29094/50000
epoch [75/5000], loss:1.1828 Accuracy: 29150/50000
epoch [76/5000], loss:1.1803 Accuracy: 29190/50000
epoch [77/5000], loss:1.1770 Accuracy: 29187/50000
epoch [78/5000], loss:1.1755 Accuracy: 29259/50000
epoch [79/5000], loss:1.1730 Accuracy: 29360/50000
epoch [80/5000], loss:1.1702 Accuracy: 29388/50000
epoch [81/5000], loss:1.1689 Accuracy: 29357/50000
epoch [82/5000], loss:1.1651 Accuracy: 29508/50000
epoch [83/5000], loss:1.1635 Accuracy: 29519/50000
epoch [84/5000], loss:1.1605 Accuracy: 29474/50000
epoch [85/5000], loss:1.1575 Accuracy: 29593/50000
epoch [86/5000], loss:1.1560 Accuracy: 29646/50000
epoch [87/5000], loss:1.1554 Accuracy: 29671/50000
epoch [88/5000], loss:1.1517 Accuracy: 29713/50000
epoch [89/5000], loss:1.1501 Accuracy: 29698/50000
epoch [90/5000], loss:1.1465 Accuracy: 29736/50000
epoch [91/5000], loss:1.1450 Accuracy: 29869/50000
epoch [92/5000], loss:1.1424 Accuracy: 29853/50000
epoch [93/5000], loss:1.1410 Accuracy: 29848/50000
epoch [94/5000], loss:1.1396 Accuracy: 29833/50000
